Attendance,Exams,Major,Project,Questions,Seniority,Texting,Grade
30,39,Polsci,69,Always,Junior,Always,Fail
90,30,Stat,28,Rare,Junior,Always,Fail
8,33,Cs,38,Rare,Senior,Rarely,Fail
66,38,Cs,17,Rare,Sophomore,Rarely,Fail
53,19,Comm,27,Always,Sophomore,Always,Fail
19,98,Cs,69,Rare,Sophomore,Always,Pass
89,99,Polsci,41,Always,Freshman,Rarely,Pass
6,24,Comm,36,Rare,Senior,Rarely,Fail
88,85,Stat,73,Rare,Sophomore,Rarely,Fail
89,40,Comm,39,Always,Sophomore,Always,Pass
51,2,Comm,11,Rare,Junior,Rarely,Fail
94,38,Comm,77,Always,Sophomore,Rarely,Pass
80,40,Comm,31,Rare,Senior,Always,Pass
34,79,Cs,6,Rare,Sophomore,Rarely,Pass
73,31,Stat,29,Rare,Sophomore,Always,Fail
50,66,Comm,53,Always,Freshman,Rarely,Pass
88,68,Cs,65,Always,Junior,Rarely,Fail
31,16,Comm,71,Always,Junior,Always,Pass
75,11,Polsci,31,Always,Freshman,Always,Pass
76,20,Stat,25,Rare,Sophomore,Always,Fail
9,4,Stat,3,Rare,Freshman,Rarely,Fail
84,53,Comm,59,Rare,Junior,Always,Pass
80,62,Polsci,32,Always,Sophomore,Always,Pass
24,20,Polsci,93,Always,Junior,Rarely,Fail
73,58,Comm,100,Rare,Sophomore,Rarely,Pass
55,2,Polsci,82,Rare,Freshman,Always,Fail
91,27,Stat,36,Rare,Senior,Always,Fail
19,23,Cs,16,Always,Senior,Always,Fail
43,50,Cs,48,Rare,Freshman,Always,Fail
27,71,Polsci,32,Always,Freshman,Rarely,Fail
79,54,Polsci,51,Rare,Senior,Rarely,Fail
84,57,Polsci,62,Always,Freshman,Rarely,Fail
38,20,Stat,1,Rare,Sophomore,Always,Fail
80,14,Stat,30,Always,Freshman,Rarely,Fail
0,59,Comm,14,Rare,Freshman,Always,Pass
31,73,Cs,35,Always,Senior,Always,Fail
66,6,Comm,76,Always,Junior,Rarely,Pass
23,2,Stat,25,Always,Senior,Always,Fail
60,89,Polsci,13,Rare,Junior,Rarely,Pass
7,77,Polsci,51,Rare,Junior,Always,Pass
13,40,Polsci,12,Always,Sophomore,Rarely,Pass
24,31,Comm,32,Always,Freshman,Always,Fail
59,47,Comm,86,Rare,Junior,Always,Pass
81,34,Comm,73,Rare,Senior,Rarely,Pass
3,32,Polsci,93,Always,Sophomore,Always,Pass
48,94,Cs,4,Rare,Junior,Rarely,Pass
23,80,Stat,9,Always,Freshman,Always,Fail
65,24,Cs,48,Always,Sophomore,Rarely,Fail
22,53,Comm,98,Rare,Junior,Rarely,Fail
2,51,Polsci,18,Rare,Sophomore,Rarely,Fail
46,60,Stat,4,Always,Sophomore,Rarely,Fail
19,14,Cs,4,Always,Senior,Rarely,Fail
25,92,Cs,82,Always,Freshman,Always,Fail
71,42,Polsci,3,Always,Freshman,Rarely,Pass
42,2,Cs,11,Always,Sophomore,Rarely,Fail
75,65,Comm,16,Rare,Senior,Rarely,Fail
19,43,Comm,21,Rare,Junior,Rarely,Fail
12,2,Stat,26,Always,Junior,Always,Fail
75,18,Stat,8,Always,Junior,Always,Fail
20,94,Polsci,44,Rare,Senior,Rarely,Fail
43,11,Comm,65,Rare,Sophomore,Rarely,Pass
90,37,Cs,19,Rare,Freshman,Rarely,Fail
74,20,Polsci,84,Always,Sophomore,Rarely,Pass
78,73,Comm,67,Always,Junior,Rarely,Pass
22,40,Cs,59,Always,Junior,Rarely,Fail
97,38,Comm,16,Rare,Freshman,Always,Pass
91,15,Stat,2,Rare,Senior,Rarely,Fail
47,37,Cs,84,Rare,Senior,Rarely,Fail
89,3,Comm,8,Always,Freshman,Rarely,Fail
69,86,Polsci,64,Always,Freshman,Always,Fail
78,66,Stat,20,Always,Freshman,Rarely,Fail
39,99,Cs,36,Always,Freshman,Always,Pass
51,78,Cs,70,Rare,Junior,Rarely,Pass
60,14,Stat,63,Always,Junior,Rarely,Fail
39,78,Polsci,44,Always,Senior,Rarely,Pass
89,26,Stat,77,Always,Senior,Always,Fail
45,53,Stat,33,Rare,Sophomore,Rarely,Fail
37,19,Polsci,64,Rare,Freshman,Always,Fail
66,68,Comm,5,Rare,Freshman,Always,Pass
36,83,Cs,38,Rare,Sophomore,Rarely,Pass
18,69,Comm,92,Always,Sophomore,Rarely,Pass
25,72,Stat,16,Rare,Junior,Rarely,Fail
77,55,Comm,34,Rare,Senior,Always,Pass
91,62,Polsci,10,Rare,Freshman,Always,Fail
18,10,Polsci,26,Always,Junior,Always,Pass
62,45,Cs,46,Always,Freshman,Rarely,Fail
17,89,Cs,79,Rare,Senior,Rarely,Fail
64,74,Polsci,62,Always,Freshman,Always,Pass
28,39,Stat,61,Rare,Junior,Always,Fail
88,35,Stat,57,Rare,Freshman,Rarely,Fail
63,64,Polsci,60,Rare,Junior,Always,Pass
41,93,Stat,7,Always,Senior,Rarely,Fail
51,54,Polsci,94,Always,Senior,Rarely,Pass
95,2,Comm,75,Always,Freshman,Always,Pass
5,47,Stat,14,Rare,Junior,Rarely,Fail
62,19,Cs,72,Always,Sophomore,Rarely,Fail
62,55,Stat,49,Always,Freshman,Always,Fail
37,88,Polsci,64,Always,Junior,Rarely,Fail
7,12,Cs,98,Rare,Senior,Always,Fail
39,40,Polsci,37,Rare,Sophomore,Rarely,Fail
51,82,Cs,33,Always,Sophomore,Always,Pass
83,6,Polsci,10,Rare,Freshman,Always,Fail
48,3,Cs,80,Always,Freshman,Rarely,Fail
12,74,Cs,42,Rare,Sophomore,Rarely,Pass
9,93,Polsci,48,Rare,Senior,Always,Pass
81,59,Cs,91,Always,Senior,Rarely,Fail
98,13,Polsci,18,Always,Senior,Rarely,Pass
100,78,Comm,97,Rare,Senior,Always,Fail
60,20,Comm,24,Rare,Senior,Always,Pass
68,29,Polsci,84,Rare,Junior,Rarely,Pass
16,65,Stat,66,Always,Freshman,Always,Pass
87,89,Stat,7,Rare,Freshman,Always,Fail
9,24,Cs,77,Always,Senior,Rarely,Fail
30,96,Comm,66,Always,Junior,Always,Pass
66,97,Polsci,49,Rare,Junior,Always,Pass
35,91,Cs,47,Rare,Senior,Always,Fail
99,53,Polsci,25,Always,Senior,Rarely,Pass
14,1,Polsci,97,Always,Freshman,Always,Pass
72,58,Stat,47,Rare,Junior,Rarely,Fail
22,52,Comm,47,Rare,Senior,Rarely,Pass
32,70,Comm,64,Rare,Junior,Rarely,Pass
92,90,Cs,28,Always,Freshman,Rarely,Pass
51,9,Cs,61,Rare,Sophomore,Always,Fail
60,18,Comm,47,Always,Freshman,Rarely,Pass
4,62,Stat,16,Always,Freshman,Rarely,Fail
93,32,Stat,26,Rare,Sophomore,Always,Fail
38,36,Cs,96,Always,Sophomore,Rarely,Fail
90,17,Polsci,83,Rare,Junior,Always,Pass
23,6,Polsci,11,Always,Senior,Rarely,Pass
19,90,Comm,13,Rare,Junior,Rarely,Fail
65,96,Polsci,52,Rare,Freshman,Always,Fail
8,73,Stat,84,Always,Freshman,Always,Pass
49,67,Cs,36,Rare,Senior,Rarely,Fail
78,85,Stat,61,Rare,Junior,Always,Pass
16,78,Polsci,47,Always,Junior,Rarely,Fail
99,76,Stat,27,Rare,Sophomore,Always,Fail
38,20,Comm,68,Always,Freshman,Always,Pass
16,14,Polsci,22,Always,Sophomore,Always,Pass
2,54,Cs,16,Rare,Junior,Rarely,Fail
35,15,Polsci,73,Always,Sophomore,Always,Pass
6,16,Comm,90,Rare,Freshman,Always,Pass
29,36,Comm,84,Rare,Freshman,Rarely,Pass
23,61,Comm,47,Always,Sophomore,Rarely,Pass
30,96,Comm,9,Rare,Junior,Always,Pass
91,50,Cs,51,Rare,Junior,Always,Fail
1,66,Comm,3,Rare,Junior,Rarely,Fail
11,50,Comm,28,Rare,Junior,Rarely,Fail
71,35,Cs,23,Rare,Senior,Rarely,Fail
85,51,Comm,90,Rare,Freshman,Rarely,Pass
22,29,Stat,67,Always,Junior,Rarely,Fail
100,3,Polsci,10,Rare,Sophomore,Rarely,Fail
58,27,Polsci,87,Always,Freshman,Rarely,Pass
0,40,Polsci,29,Always,Senior,Always,Pass
13,41,Polsci,10,Rare,Sophomore,Rarely,Fail
22,82,Cs,45,Always,Senior,Rarely,Pass
35,77,Polsci,69,Rare,Sophomore,Always,Fail
24,11,Stat,84,Rare,Senior,Rarely,Fail
44,43,Stat,95,Always,Senior,Rarely,Fail
79,35,Stat,98,Always,Freshman,Always,Pass
2,51,Stat,24,Always,Freshman,Rarely,Fail
2,15,Comm,95,Always,Junior,Rarely,Pass
72,41,Comm,66,Always,Senior,Always,Pass
31,30,Comm,56,Always,Sophomore,Rarely,Pass
32,94,Polsci,65,Rare,Senior,Rarely,Pass
45,95,Comm,81,Always,Senior,Rarely,Pass
36,10,Comm,41,Rare,Sophomore,Always,Pass
3,85,Cs,40,Rare,Senior,Always,Pass
50,12,Comm,7,Always,Sophomore,Always,Fail
68,18,Polsci,68,Always,Senior,Rarely,Pass
37,41,Cs,77,Rare,Freshman,Always,Fail
37,12,Cs,36,Always,Freshman,Rarely,Fail
100,92,Comm,70,Always,Freshman,Always,Pass
13,48,Polsci,25,Always,Sophomore,Rarely,Pass
38,7,Comm,23,Always,Senior,Rarely,Fail
72,20,Polsci,75,Always,Freshman,Always,Pass
8,38,Polsci,95,Rare,Freshman,Always,Pass
6,94,Stat,50,Always,Junior,Always,Pass
27,3,Comm,87,Rare,Junior,Rarely,Pass
99,50,Cs,12,Always,Junior,Rarely,Fail
26,65,Stat,41,Always,Senior,Rarely,Fail
70,55,Stat,53,Always,Freshman,Rarely,Fail
59,10,Comm,43,Rare,Freshman,Always,Pass
2,34,Stat,58,Rare,Senior,Always,Fail
10,51,Polsci,91,Rare,Senior,Rarely,Pass
47,77,Polsci,86,Always,Sophomore,Always,Pass
68,51,Stat,48,Always,Junior,Always,Fail
62,70,Comm,63,Rare,Junior,Rarely,Pass
24,98,Cs,36,Rare,Freshman,Rarely,Pass
43,12,Cs,45,Rare,Senior,Rarely,Fail
1,36,Stat,9,Always,Junior,Always,Fail
50,39,Comm,64,Rare,Junior,Always,Pass
97,97,Polsci,59,Rare,Senior,Always,Pass
23,32,Stat,53,Always,Sophomore,Always,Fail
23,53,Stat,72,Always,Freshman,Always,Pass
19,3,Stat,45,Always,Senior,Always,Fail
64,50,Polsci,28,Rare,Junior,Rarely,Fail
67,50,Comm,45,Always,Sophomore,Always,Pass
66,50,Stat,13,Always,Freshman,Always,Fail
69,17,Comm,77,Always,Junior,Rarely,Pass
10,5,Polsci,70,Always,Junior,Always,Pass
4,40,Stat,75,Rare,Senior,Rarely,Fail
81,98,Cs,56,Rare,Sophomore,Rarely,Pass
39,52,Cs,15,Rare,Sophomore,Rarely,Fail
49,62,Comm,47,Rare,Freshman,Rarely,Pass
91,27,Polsci,56,Rare,Freshman,Always,Fail
49,89,Cs,82,Always,Freshman,Always,Pass
64,6,Polsci,100,Always,Freshman,Rarely,Pass
56,91,Stat,68,Always,Junior,Always,Pass
33,7,Cs,19,Always,Freshman,Rarely,Fail
63,61,Cs,55,Rare,Junior,Rarely,Fail
38,43,Comm,1,Always,Junior,Rarely,Fail
5,39,Stat,7,Always,Freshman,Always,Fail
74,99,Comm,68,Rare,Freshman,Always,Pass
62,25,Stat,62,Rare,Sophomore,Always,Fail
65,89,Polsci,44,Always,Junior,Rarely,Pass
35,36,Polsci,79,Rare,Senior,Rarely,Fail
18,0,Stat,69,Always,Freshman,Rarely,Fail
10,90,Stat,37,Rare,Sophomore,Rarely,Fail
62,100,Cs,10,Always,Sophomore,Always,Fail
23,74,Comm,87,Rare,Junior,Rarely,Pass
74,36,Stat,72,Always,Sophomore,Always,Fail
89,90,Stat,28,Always,Senior,Always,Pass
54,14,Comm,85,Always,Freshman,Rarely,Fail
3,5,Polsci,61,Rare,Junior,Always,Fail
90,15,Cs,27,Always,Senior,Rarely,Fail
5,44,Comm,69,Always,Freshman,Always,Pass
17,40,Comm,88,Rare,Junior,Always,Fail
85,11,Comm,15,Always,Freshman,Always,Fail
75,14,Polsci,43,Rare,Sophomore,Always,Fail
84,8,Comm,43,Always,Sophomore,Rarely,Fail
86,3,Polsci,52,Always,Senior,Rarely,Pass
62,40,Comm,34,Rare,Sophomore,Rarely,Fail
7,79,Polsci,23,Always,Sophomore,Rarely,Pass
29,16,Stat,88,Always,Junior,Always,Fail
37,77,Polsci,17,Rare,Senior,Always,Fail
100,67,Polsci,33,Always,Senior,Always,Pass
59,87,Comm,88,Always,Sophomore,Always,Pass
90,64,Comm,14,Rare,Freshman,Rarely,Fail
3,47,Stat,43,Always,Freshman,Always,Fail
20,55,Comm,12,Always,Sophomore,Always,Pass
60,89,Comm,32,Always,Sophomore,Rarely,Pass
34,39,Polsci,10,Rare,Junior,Rarely,Fail
27,50,Stat,77,Rare,Freshman,Always,Pass
68,65,Stat,16,Always,Freshman,Rarely,Fail
99,38,Polsci,32,Always,Freshman,Rarely,Pass
66,67,Comm,74,Rare,Sophomore,Always,Pass
63,2,Comm,53,Always,Junior,Rarely,Pass
29,61,Comm,76,Always,Senior,Rarely,Pass
64,15,Comm,100,Rare,Freshman,Always,Pass
5,97,Stat,86,Always,Sophomore,Rarely,Pass
14,97,Comm,5,Always,Senior,Rarely,Fail
93,32,Stat,80,Always,Junior,Always,Fail
68,22,Comm,33,Rare,Freshman,Rarely,Fail
28,72,Cs,67,Always,Sophomore,Always,Pass
36,69,Comm,77,Rare,Freshman,Always,Pass
83,71,Comm,42,Rare,Junior,Always,Pass
1,56,Stat,68,Always,Freshman,Always,Fail
73,53,Stat,62,Rare,Senior,Always,Fail
47,53,Comm,16,Always,Sophomore,Rarely,Fail
30,100,Polsci,52,Rare,Freshman,Always,Pass
60,86,Comm,29,Rare,Freshman,Rarely,Pass
80,69,Polsci,3,Always,Senior,Rarely,Pass
77,12,Stat,86,Always,Senior,Rarely,Fail
53,54,Comm,88,Always,Sophomore,Always,Pass
84,1,Stat,3,Rare,Sophomore,Always,Fail
70,49,Stat,35,Rare,Freshman,Rarely,Fail
78,13,Comm,69,Rare,Sophomore,Always,Pass
83,54,Comm,20,Rare,Senior,Rarely,Fail
9,69,Cs,48,Always,Junior,Always,Fail
69,28,Comm,0,Always,Junior,Always,Pass
80,5,Polsci,38,Rare,Freshman,Rarely,Fail
25,79,Stat,71,Rare,Junior,Always,Fail
88,19,Cs,70,Rare,Freshman,Rarely,Fail
24,17,Comm,66,Always,Senior,Always,Pass
99,76,Stat,13,Rare,Senior,Always,Fail
7,46,Polsci,85,Always,Freshman,Always,Fail
74,50,Comm,78,Rare,Freshman,Always,Fail
16,28,Polsci,41,Always,Sophomore,Always,Pass
92,40,Cs,17,Rare,Freshman,Always,Fail
60,93,Stat,63,Always,Senior,Always,Fail
63,97,Cs,49,Always,Sophomore,Rarely,Pass
60,90,Polsci,50,Always,Senior,Rarely,Pass
35,14,Cs,62,Always,Junior,Rarely,Fail
39,4,Comm,91,Rare,Sophomore,Always,Pass
31,26,Comm,38,Always,Senior,Rarely,Fail
55,35,Polsci,37,Rare,Junior,Always,Fail
94,87,Cs,81,Rare,Senior,Always,Pass
22,37,Stat,84,Rare,Sophomore,Rarely,Fail
19,31,Stat,2,Rare,Freshman,Always,Fail
46,40,Stat,72,Always,Sophomore,Always,Fail
82,56,Comm,35,Always,Junior,Always,Pass
27,83,Stat,1,Rare,Senior,Always,Fail
48,54,Comm,29,Always,Senior,Rarely,Fail
3,35,Polsci,18,Rare,Senior,Always,Fail
46,32,Cs,50,Always,Freshman,Rarely,Fail
66,19,Comm,59,Rare,Freshman,Rarely,Pass
32,34,Cs,11,Rare,Junior,Always,Fail
55,87,Polsci,26,Always,Freshman,Always,Pass
96,41,Polsci,22,Always,Junior,Always,Pass
98,15,Comm,41,Rare,Junior,Rarely,Fail
88,48,Stat,44,Always,Senior,Always,Fail
70,41,Cs,0,Rare,Sophomore,Always,Fail
34,36,Cs,28,Rare,Junior,Always,Fail
51,0,Cs,95,Rare,Sophomore,Rarely,Fail
22,86,Polsci,60,Rare,Junior,Rarely,Pass
0,58,Stat,89,Rare,Freshman,Always,Pass
58,59,Stat,13,Always,Sophomore,Always,Fail
94,37,Stat,4,Always,Sophomore,Always,Fail
5,12,Stat,66,Always,Senior,Always,Fail
73,22,Cs,79,Always,Freshman,Always,Fail
97,31,Comm,16,Always,Junior,Always,Pass
96,30,Comm,4,Rare,Sophomore,Always,Pass
64,4,Cs,58,Rare,Junior,Rarely,Fail
93,31,Cs,45,Always,Senior,Rarely,Fail
23,81,Comm,94,Rare,Junior,Rarely,Pass
97,97,Stat,6,Always,Junior,Always,Pass
33,77,Comm,2,Rare,Freshman,Rarely,Fail
100,55,Stat,61,Rare,Sophomore,Rarely,Fail
61,19,Stat,3,Always,Junior,Always,Fail
35,54,Stat,66,Always,Senior,Always,Fail
24,89,Comm,96,Always,Sophomore,Always,Pass
83,45,Cs,56,Rare,Senior,Rarely,Fail
68,55,Comm,32,Rare,Senior,Rarely,Fail
67,39,Comm,24,Rare,Senior,Rarely,Fail
47,93,Cs,48,Rare,Senior,Always,Pass
74,19,Comm,25,Always,Sophomore,Always,Pass
19,100,Cs,81,Rare,Junior,Rarely,Fail
15,61,Cs,2,Rare,Junior,Rarely,Fail
70,14,Cs,24,Rare,Senior,Rarely,Fail
43,33,Cs,16,Rare,Senior,Always,Fail
72,27,Cs,2,Rare,Senior,Always,Fail
41,44,Cs,74,Always,Junior,Always,Fail
14,13,Cs,48,Always,Freshman,Rarely,Fail
19,34,Comm,0,Always,Freshman,Always,Fail
77,92,Stat,55,Rare,Sophomore,Rarely,Pass
1,97,Cs,33,Always,Junior,Always,Fail
96,41,Polsci,25,Rare,Sophomore,Always,Fail
26,2,Stat,95,Always,Sophomore,Always,Fail
63,21,Stat,38,Always,Junior,Rarely,Fail
87,87,Comm,34,Always,Freshman,Always,Pass
55,8,Stat,82,Rare,Sophomore,Rarely,Fail
92,99,Polsci,19,Always,Junior,Always,Pass
55,78,Comm,30,Always,Senior,Always,Pass
71,0,Polsci,25,Rare,Freshman,Rarely,Fail
18,85,Polsci,38,Always,Sophomore,Rarely,Pass
32,53,Stat,67,Rare,Senior,Rarely,Fail
81,82,Cs,69,Rare,Senior,Rarely,Fail
27,9,Stat,30,Always,Senior,Rarely,Fail
84,37,Comm,40,Always,Junior,Rarely,Fail
21,42,Cs,36,Rare,Sophomore,Always,Fail
35,73,Comm,46,Rare,Freshman,Always,Pass
85,65,Polsci,61,Always,Freshman,Always,Pass
86,93,Polsci,17,Rare,Senior,Rarely,Fail
69,100,Stat,36,Always,Sophomore,Always,Fail
26,23,Cs,2,Always,Sophomore,Always,Fail
68,41,Polsci,43,Rare,Sophomore,Always,Fail
5,23,Cs,8,Always,Senior,Rarely,Fail
26,20,Comm,30,Always,Senior,Rarely,Fail
27,9,Cs,25,Rare,Junior,Rarely,Fail
43,23,Cs,77,Rare,Sophomore,Always,Fail
90,31,Stat,7,Rare,Sophomore,Rarely,Fail
63,55,Comm,8,Always,Senior,Rarely,Fail
91,75,Stat,40,Always,Junior,Always,Pass
98,8,Cs,55,Rare,Sophomore,Rarely,Fail
35,59,Comm,11,Rare,Junior,Always,Pass
70,3,Cs,59,Rare,Junior,Rarely,Fail
75,62,Stat,0,Rare,Freshman,Rarely,Fail
21,98,Polsci,55,Always,Sophomore,Always,Fail
78,8,Cs,53,Rare,Senior,Always,Fail
54,18,Cs,46,Rare,Junior,Always,Fail
90,25,Polsci,50,Always,Freshman,Rarely,Pass
11,49,Polsci,19,Rare,Senior,Always,Fail
88,62,Polsci,88,Always,Senior,Rarely,Pass
73,62,Cs,79,Always,Sophomore,Always,Pass
64,34,Stat,97,Rare,Sophomore,Rarely,Fail
90,14,Stat,91,Rare,Senior,Rarely,Fail
94,45,Cs,9,Always,Senior,Rarely,Fail
19,54,Cs,66,Always,Junior,Always,Fail
58,90,Cs,76,Always,Sophomore,Always,Pass
100,17,Polsci,6,Rare,Freshman,Always,Fail
38,54,Cs,4,Always,Senior,Rarely,Fail
2,93,Polsci,85,Always,Junior,Rarely,Pass
56,35,Comm,80,Rare,Sophomore,Rarely,Pass
56,97,Stat,39,Always,Senior,Rarely,Pass
6,99,Cs,0,Rare,Senior,Rarely,Pass
17,87,Stat,17,Always,Senior,Rarely,Fail
25,59,Comm,26,Rare,Sophomore,Rarely,Fail
11,95,Stat,95,Always,Junior,Rarely,Fail
91,23,Cs,0,Always,Junior,Always,Fail
67,26,Polsci,75,Rare,Junior,Rarely,Pass
100,53,Comm,39,Always,Freshman,Always,Fail
90,7,Polsci,51,Rare,Freshman,Always,Fail
73,81,Comm,37,Always,Sophomore,Always,Pass
45,83,Polsci,46,Rare,Senior,Always,Fail
57,35,Cs,36,Always,Junior,Always,Fail
9,61,Stat,0,Always,Junior,Rarely,Fail
14,11,Stat,7,Always,Sophomore,Rarely,Fail
33,75,Comm,79,Always,Freshman,Rarely,Fail
59,56,Comm,33,Rare,Senior,Rarely,Fail
40,0,Polsci,95,Rare,Freshman,Rarely,Fail
9,47,Polsci,86,Rare,Senior,Always,Pass
94,20,Stat,30,Rare,Freshman,Rarely,Fail
80,13,Comm,53,Always,Sophomore,Always,Pass
12,89,Stat,70,Always,Junior,Rarely,Pass
90,8,Stat,32,Always,Freshman,Rarely,Fail
87,56,Stat,61,Always,Junior,Always,Fail
81,95,Cs,60,Rare,Freshman,Rarely,Pass
73,95,Comm,5,Rare,Junior,Rarely,Fail
35,33,Cs,98,Rare,Senior,Always,Fail
34,10,Cs,52,Rare,Senior,Always,Fail
43,52,Polsci,86,Rare,Junior,Always,Fail
15,80,Stat,97,Always,Freshman,Rarely,Pass
24,97,Polsci,87,Rare,Freshman,Always,Fail
28,76,Stat,0,Rare,Senior,Rarely,Fail
91,8,Comm,50,Always,Junior,Always,Pass
42,1,Polsci,71,Always,Senior,Rarely,Pass
6,1,Polsci,14,Always,Senior,Rarely,Pass
14,82,Cs,35,Always,Junior,Rarely,Pass
35,65,Stat,45,Always,Junior,Always,Fail
20,30,Stat,64,Always,Freshman,Rarely,Fail
98,41,Polsci,14,Rare,Senior,Rarely,Fail
23,58,Polsci,12,Rare,Freshman,Rarely,Fail
93,99,Stat,93,Always,Freshman,Always,Fail
60,95,Comm,100,Always,Junior,Always,Pass
6,50,Polsci,8,Always,Freshman,Rarely,Pass
55,90,Cs,89,Always,Senior,Rarely,Pass
44,79,Comm,81,Rare,Freshman,Rarely,Pass
4,99,Stat,54,Always,Sophomore,Always,Pass
86,46,Cs,66,Rare,Freshman,Always,Fail
98,60,Stat,53,Rare,Senior,Rarely,Fail
70,30,Cs,68,Always,Junior,Always,Fail
35,21,Stat,60,Always,Senior,Always,Fail
90,67,Stat,89,Always,Sophomore,Always,Pass
36,49,Polsci,100,Rare,Junior,Rarely,Pass
52,37,Comm,31,Rare,Senior,Always,Pass
15,33,Stat,61,Always,Sophomore,Always,Fail
23,94,Stat,61,Always,Freshman,Always,Pass
72,60,Polsci,41,Rare,Junior,Always,Pass
62,68,Polsci,30,Always,Senior,Rarely,Pass
99,22,Comm,9,Always,Junior,Always,Pass
7,69,Cs,86,Rare,Sophomore,Always,Pass
12,9,Comm,17,Always,Sophomore,Always,Pass
91,0,Polsci,24,Always,Freshman,Always,Pass
9,4,Cs,92,Always,Senior,Rarely,Fail
92,34,Comm,33,Rare,Junior,Rarely,Fail
11,20,Cs,34,Always,Freshman,Rarely,Fail
10,97,Comm,33,Always,Sophomore,Rarely,Fail
56,98,Stat,32,Always,Freshman,Always,Pass
28,12,Stat,65,Rare,Sophomore,Always,Fail
42,93,Comm,27,Rare,Sophomore,Rarely,Pass
28,92,Comm,47,Always,Junior,Rarely,Pass
50,41,Stat,46,Rare,Junior,Rarely,Fail
40,16,Comm,83,Always,Junior,Rarely,Pass
41,33,Comm,14,Rare,Senior,Rarely,Fail
65,53,Polsci,95,Rare,Senior,Rarely,Pass
26,83,Polsci,27,Always,Freshman,Always,Pass
29,34,Comm,0,Rare,Freshman,Rarely,Fail
15,3,Stat,29,Always,Sophomore,Always,Fail
21,87,Comm,91,Rare,Sophomore,Rarely,Pass
72,50,Stat,92,Always,Senior,Rarely,Pass
78,56,Cs,32,Rare,Sophomore,Always,Pass
10,100,Cs,12,Always,Junior,Always,Pass
17,1,Polsci,81,Always,Junior,Rarely,Pass
26,64,Polsci,25,Rare,Junior,Rarely,Fail
24,65,Polsci,33,Rare,Freshman,Always,Fail
7,54,Stat,22,Always,Sophomore,Always,Fail
67,70,Comm,88,Rare,Freshman,Rarely,Fail
30,44,Stat,48,Always,Senior,Rarely,Fail
32,27,Cs,55,Always,Sophomore,Rarely,Fail
61,65,Cs,47,Rare,Freshman,Rarely,Fail
72,62,Cs,0,Always,Sophomore,Always,Fail
36,44,Comm,80,Rare,Junior,Always,Pass
30,8,Cs,27,Rare,Junior,Rarely,Fail
40,92,Stat,77,Rare,Senior,Rarely,Pass
30,16,Cs,92,Rare,Sophomore,Rarely,Fail
21,27,Stat,36,Rare,Junior,Always,Fail
69,73,Cs,18,Always,Sophomore,Always,Pass
17,29,Comm,44,Rare,Freshman,Always,Pass
76,99,Cs,18,Rare,Senior,Always,Pass
71,85,Comm,33,Always,Freshman,Always,Pass
67,6,Cs,80,Rare,Senior,Rarely,Fail
53,80,Cs,96,Rare,Freshman,Always,Pass
61,80,Stat,71,Rare,Senior,Rarely,Fail
37,44,Comm,89,Rare,Senior,Always,Pass
22,89,Polsci,88,Rare,Junior,Rarely,Fail
55,2,Cs,52,Always,Sophomore,Always,Fail
86,20,Polsci,69,Always,Freshman,Always,Pass
17,77,Polsci,33,Rare,Sophomore,Always,Pass
27,78,Comm,71,Rare,Sophomore,Rarely,Pass
34,35,Comm,32,Always,Junior,Always,Pass
1,81,Cs,36,Rare,Junior,Always,Pass
39,73,Cs,91,Always,Sophomore,Rarely,Pass
57,96,Stat,56,Always,Junior,Rarely,Fail
61,68,Comm,78,Always,Senior,Rarely,Pass
26,91,Cs,80,Always,Senior,Always,Pass
76,78,Polsci,94,Rare,Junior,Always,Pass
31,30,Polsci,25,Always,Junior,Always,Pass
57,46,Cs,61,Rare,Junior,Always,Fail
23,91,Cs,19,Rare,Sophomore,Always,Pass
5,49,Stat,64,Always,Junior,Always,Fail
5,63,Polsci,35,Always,Sophomore,Always,Pass
100,42,Cs,84,Rare,Sophomore,Rarely,Pass
82,47,Comm,59,Rare,Sophomore,Rarely,Pass
45,32,Cs,40,Rare,Senior,Rarely,Fail
96,25,Polsci,92,Always,Senior,Rarely,Pass
3,11,Cs,69,Always,Freshman,Rarely,Fail
6,42,Comm,54,Rare,Sophomore,Always,Pass
90,34,Stat,69,Rare,Sophomore,Rarely,Fail
60,88,Comm,60,Always,Freshman,Always,Pass
72,20,Polsci,46,Rare,Junior,Always,Fail
48,92,Stat,12,Rare,Senior,Always,Pass
46,9,Comm,37,Rare,Senior,Always,Pass
46,73,Cs,17,Rare,Junior,Rarely,Fail
40,3,Cs,95,Rare,Freshman,Rarely,Fail
89,59,Comm,58,Rare,Senior,Rarely,Pass
16,22,Stat,15,Rare,Sophomore,Rarely,Fail
8,83,Comm,49,Always,Senior,Rarely,Pass
100,49,Comm,19,Rare,Junior,Rarely,Fail
31,88,Cs,12,Rare,Junior,Rarely,Fail
80,63,Comm,49,Always,Junior,Rarely,Fail
85,18,Comm,40,Rare,Senior,Always,Pass
72,43,Comm,57,Rare,Senior,Always,Pass
20,82,Comm,64,Always,Freshman,Rarely,Pass
81,30,Stat,62,Always,Freshman,Rarely,Fail
69,85,Cs,57,Rare,Sophomore,Always,Pass
69,14,Stat,23,Always,Senior,Always,Fail
96,51,Comm,77,Always,Sophomore,Always,Pass
