Connections,Education,GPA,GradYear,Earnings
29,Business,0,2014,10005
19,Business,3,2008,10305
41,Other,0,1991,2181
94,Stem,2,2014,9800
42,Vocational,0,1919,13000
24,Other,1,1941,1076
88,Professional,0,2007,12000
85,Business,2,2001,10007
95,Professional,0,1962,12000
72,Business,3,1979,10004
39,Vocational,3,2017,13300
74,Business,4,1976,10405
88,Humanities,2,1945,10200
91,Professional,3,1945,11700
51,Vocational,0,2000,13000
92,Business,3,1957,10008
84,Stem,3,1936,20300
38,Other,1,2012,1944
52,Stem,0,1956,10000
14,Stem,1,2000,9900
91,Other,0,1948,8781
88,Business,4,1996,10407
14,Humanities,1,1928,10100
47,Vocational,1,2018,13100
3,Humanities,3,1969,10300
15,Stem,1,1933,9900
72,Professional,4,2001,11600
13,Humanities,0,1918,10000
22,Stem,1,2016,9900
15,Other,3,1935,725
46,Stem,3,1979,20300
24,Vocational,4,2007,13400
19,Humanities,0,1953,10000
59,Business,4,1947,10006
99,Business,4,1927,10008
69,Other,2,1906,5261
91,Vocational,1,1902,13100
100,Professional,2,1904,11800
31,Vocational,3,2005,13300
47,Other,3,1970,2709
5,Stem,0,2018,10000
20,Business,4,2008,10409
63,Business,1,1913,10009
56,Stem,4,1936,20400
53,Business,1,1975,10002
83,Vocational,3,1949,13300
67,Business,0,1990,10007
95,Other,2,1916,9525
85,Other,4,1923,7725
100,Business,1,1931,10005
27,Professional,2,1907,11800
75,Professional,3,1951,11700
11,Professional,3,1991,11700
30,Professional,1,1912,11900
4,Professional,2,1956,11800
41,Other,4,1993,2181
32,Professional,3,1936,11700
65,Other,3,1905,4725
36,Business,0,1915,10004
73,Humanities,1,1912,10100
14,Business,0,1914,10005
42,Humanities,4,1991,10400
34,Vocational,3,2010,13300
75,Vocational,2,1958,13200
100,Humanities,3,1964,10300
33,Professional,2,1909,11800
84,Humanities,0,1932,10000
30,Stem,3,1914,20300
79,Other,4,1966,6741
53,Other,0,1926,3309
33,Business,1,1973,10005
60,Professional,0,1995,12000
36,Humanities,0,1943,10000
11,Other,2,1984,621
16,Humanities,0,2003,20000
37,Vocational,1,1975,13100
19,Other,1,1928,861
77,Stem,3,1963,20300
63,Professional,1,2010,11900
25,Stem,0,1939,10000
87,Professional,0,1948,12000
82,Humanities,4,1913,10400
6,Humanities,3,1937,10300
88,Professional,4,1997,11600
45,Humanities,4,1994,10400
57,Humanities,1,1930,10100
38,Business,0,2008,10002
65,Professional,0,1920,12000
89,Stem,2,1952,9800
49,Humanities,2,2009,20200
22,Humanities,2,1979,10200
8,Stem,4,1974,20400
39,Professional,0,1972,12000
74,Professional,3,1970,11700
72,Other,1,1998,5684
66,Humanities,4,1930,10400
5,Stem,3,1942,20300
53,Professional,0,1946,12000
74,Vocational,4,1948,13400
87,Professional,4,1968,11600
30,Professional,2,1901,11800
56,Business,1,1941,10002
14,Vocational,4,1971,13400
17,Stem,2,2007,9800
13,Stem,1,1956,9900
13,Other,3,1932,669
76,Stem,4,1930,20400
59,Stem,4,1922,20400
94,Business,4,1967,10003
58,Professional,1,1951,11900
45,Stem,2,1906,9800
54,Other,2,1966,3416
43,Business,3,1922,10305
56,Stem,4,1913,20400
38,Vocational,2,1998,13200
47,Stem,2,1949,9800
4,Vocational,0,1982,13000
90,Vocational,1,1901,13100
76,Other,1,1943,6276
99,Humanities,3,1980,10300
99,Professional,2,1973,11800
9,Stem,1,1906,9900
94,Humanities,3,1938,10300
39,Stem,3,1925,20300
91,Business,4,1976,10408
20,Humanities,2,1942,10200
79,Other,3,1995,6741
27,Vocational,0,1987,13000
73,Business,3,1967,10002
62,Stem,4,1938,20400
35,Vocational,4,1935,13400
54,Business,1,1920,10103
75,Professional,2,1918,11800
80,Stem,2,1929,9800
78,Business,0,1945,10008
87,Vocational,4,1977,13400
84,Professional,2,1949,11800
86,Other,0,1926,7896
100,Other,3,1981,10500
25,Business,1,1977,10008
51,Business,3,1904,10308
28,Vocational,3,2018,13300
25,Professional,4,1905,11600
43,Stem,0,1953,10000
43,Humanities,3,1993,10300
42,Humanities,0,1903,10000
58,Other,0,2019,3864
9,Other,1,2010,581
27,Professional,3,1941,11700
63,Stem,3,2016,20300
21,Humanities,0,1913,10000
28,Business,3,1940,10307
66,Professional,4,1944,11600
13,Humanities,3,1975,10300
60,Business,0,1979,10004
54,Vocational,4,1979,13400
81,Stem,1,1967,9900
100,Other,0,2004,10500
68,Business,3,2020,10306
20,Vocational,3,1996,13300
40,Stem,3,2015,20300
36,Stem,4,1989,20400
36,Business,3,1968,10303
22,Humanities,1,1939,10100
70,Other,4,1949,5400
90,Business,0,2008,10005
46,Other,2,2008,2616
92,Business,0,1915,10007
37,Humanities,3,1994,10300
83,Vocational,2,2008,13200
11,Humanities,2,1928,10200
85,Stem,2,1938,9800
10,Vocational,4,1992,13400
64,Vocational,0,1912,13000
18,Vocational,1,1935,13100
8,Business,2,1916,10203
92,Vocational,3,1936,13300
38,Vocational,4,1913,13400
53,Professional,1,1953,11900
37,Business,0,1964,10005
6,Other,2,2007,536
21,Other,4,1907,941
81,Other,1,1987,7061
47,Other,2,1923,2709
37,Stem,2,1929,9800
57,Vocational,2,2016,13200
54,Business,2,1935,10002
33,Other,2,1948,1589
60,Professional,4,1995,11600
33,Professional,3,2007,11700
74,Other,4,1970,5976
99,Professional,2,1945,11800
86,Professional,3,1992,11700
45,Professional,4,1905,11600
85,Vocational,4,1955,13400
45,Vocational,0,1904,13000
40,Humanities,1,1909,10100
71,Professional,2,1936,11800
18,Other,1,1978,824
54,Other,3,1982,3416
13,Stem,3,1934,20300
83,Other,2,1975,7389
98,Other,4,1968,10104
54,Professional,1,1991,11900
45,Stem,3,1901,20300
49,Humanities,1,1970,10100
19,Stem,2,2011,9800
69,Stem,1,1983,9900
67,Other,1,2006,4989
27,Humanities,2,1902,10200
98,Other,1,1903,10104
91,Vocational,2,1963,13200
8,Humanities,1,2018,20100
1,Business,0,1936,10007
43,Professional,0,1933,12000
86,Vocational,4,1988,13400
99,Vocational,4,1989,13400
95,Humanities,2,1916,10200
80,Vocational,4,2000,13400
60,Business,2,1947,10005
15,Humanities,1,2008,20100
21,Business,1,1963,10004
68,Other,2,1947,5124
68,Other,3,1919,5124
64,Professional,1,1996,11900
24,Business,0,1984,10009
32,Humanities,2,1992,10200
27,Other,2,1929,1229
62,Stem,4,1997,20400
20,Humanities,2,1989,10200
73,Professional,4,1916,11600
73,Stem,0,1934,10000
51,Other,3,1958,3101
38,Stem,0,1908,10000
19,Vocational,3,1907,13300
44,Professional,3,1913,11700
58,Vocational,2,1995,13200
47,Other,1,1901,2709
16,Vocational,1,1953,13100
29,Humanities,0,1947,10000
12,Other,0,1939,644
60,Humanities,1,1943,10100
67,Professional,2,1994,11800
28,Professional,4,1982,11600
74,Stem,1,2015,9900
99,Professional,4,1971,11600
3,Stem,4,1989,20400
91,Vocational,0,1911,13000
68,Business,0,1933,10005
75,Professional,1,1965,11900
35,Vocational,0,1904,13000
84,Business,3,1932,10305
21,Stem,1,1938,9900
23,Professional,2,1961,11800
1,Other,1,1935,501
45,Stem,2,1942,9800
96,Business,0,1936,10004
49,Other,2,1954,2901
61,Vocational,2,2000,13200
26,Other,0,1941,1176
71,Stem,1,1905,9900
41,Professional,0,1932,12000
78,Professional,4,1915,11600
15,Professional,4,1923,11600
85,Stem,4,1999,20400
0,Professional,0,1961,12000
28,Stem,2,1998,9800
89,Humanities,1,1908,10100
16,Business,0,1951,10009
36,Other,2,1911,1796
78,Stem,3,2001,20300
45,Humanities,4,2015,20400
24,Humanities,1,1996,10100
57,Business,2,1908,10206
88,Vocational,0,2006,13000
71,Business,0,1988,10005
83,Professional,3,2017,11700
66,Business,3,1943,10008
61,Vocational,3,1991,13300
93,Business,1,1932,10103
19,Professional,3,2010,11700
46,Stem,1,1916,9900
45,Stem,4,1917,20400
32,Professional,1,1983,11900
79,Vocational,0,1920,13000
72,Vocational,1,1980,13100
89,Humanities,1,1975,10100
88,Stem,1,1918,9900
68,Other,4,1906,5124
52,Business,0,1936,10002
22,Stem,4,1901,20400
85,Vocational,1,1960,13100
21,Stem,4,1991,20400
11,Vocational,0,2004,13000
83,Humanities,2,1936,10200
70,Business,3,1958,10306
86,Business,0,1973,10003
57,Humanities,1,1975,10100
82,Humanities,1,1952,10100
22,Humanities,2,1943,10200
40,Humanities,2,1953,10200
97,Stem,2,1922,9800
95,Stem,3,2003,20300
87,Professional,4,1949,11600
21,Vocational,4,1972,13400
46,Business,0,2013,10004
99,Business,3,2006,10303
23,Humanities,1,1970,10100
73,Humanities,0,1982,10000
12,Other,4,2002,644
82,Business,1,1932,10103
33,Other,3,1942,1589
32,Stem,4,1972,20400
25,Vocational,0,1936,13000
39,Professional,2,1940,11800
80,Other,1,1995,6900
39,Professional,4,1939,11600
5,Humanities,2,1974,10200
59,Stem,2,1929,9800
94,Humanities,0,1911,10000
40,Stem,4,2016,20400
65,Other,0,1957,4725
17,Other,0,1957,789
67,Business,1,1938,10107
33,Business,3,1913,10007
71,Other,4,1948,5541
56,Other,2,1996,3636
92,Business,4,1939,10002
91,Vocational,2,1997,13200
15,Professional,4,1973,11600
50,Other,2,2009,3000
38,Professional,1,2002,11900
47,Other,1,1992,2709
65,Other,1,1904,4725
47,Stem,2,1958,9800
89,Business,0,1976,10008
44,Vocational,3,1941,13300
42,Vocational,3,2004,13300
91,Stem,2,2003,9800
58,Vocational,2,1981,13200
48,Humanities,0,1926,10000
67,Business,1,2019,10009
11,Humanities,4,1926,10400
35,Humanities,3,2016,20300
44,Business,0,2016,10007
15,Business,2,1991,10002
74,Professional,2,1913,11800
27,Other,4,1945,1229
0,Business,0,1950,10009
43,Professional,0,1984,12000
18,Stem,0,1986,10000
48,Stem,0,1924,10000
40,Business,0,1928,10008
4,Business,1,2014,10109
43,Humanities,1,1974,10100
56,Other,3,1950,3636
73,Vocational,3,1985,13300
97,Humanities,1,1904,10100
92,Vocational,0,1994,13000
43,Professional,1,1917,11900
89,Vocational,1,1985,13100
41,Business,0,1979,10004
63,Humanities,1,1981,10100
89,Vocational,3,1906,13300
30,Stem,3,1951,20300
76,Humanities,2,2017,20200
76,Vocational,4,1958,13400
42,Other,0,2001,2264
63,Other,1,2006,4469
39,Vocational,0,1909,13000
38,Vocational,3,1932,13300
1,Humanities,1,1937,10100
62,Stem,1,1907,9900
96,Professional,2,1945,11800
15,Humanities,3,1917,10300
72,Stem,3,1908,20300
100,Business,2,1911,10007
28,Professional,1,1930,11900
98,Vocational,3,1941,13300
32,Humanities,4,1940,10400
34,Humanities,0,1903,10000
50,Humanities,1,1931,10100
97,Humanities,0,1978,10000
78,Stem,4,2019,20400
1,Business,1,1904,10108
2,Other,3,1940,504
1,Professional,3,1986,11700
30,Professional,3,1907,11700
20,Professional,2,1938,11800
94,Business,3,1969,10002
40,Business,2,2004,10204
37,Other,1,1902,1869
92,Professional,1,1955,11900
6,Stem,0,1921,10000
84,Vocational,4,2007,13400
74,Professional,0,1921,12000
20,Vocational,2,1933,13200
86,Stem,3,1943,20300
79,Business,1,1925,10008
19,Vocational,3,2009,13300
90,Business,2,2019,10003
46,Professional,0,1921,12000
4,Humanities,2,1909,10200
86,Humanities,0,1932,10000
48,Stem,3,2008,20300
52,Vocational,0,1958,13000
30,Humanities,4,1910,10400
65,Stem,1,1959,9900
85,Vocational,4,1936,13400
73,Other,4,1907,5829
14,Other,2,1950,696
18,Humanities,1,1991,10100
15,Business,4,1938,10409
69,Vocational,0,1977,13000
36,Stem,2,2019,9800
31,Stem,1,1940,9900
4,Professional,3,1939,11700
91,Stem,0,1956,10000
13,Humanities,1,2002,20100
36,Professional,0,2012,12000
18,Business,0,1939,10007
7,Vocational,2,1999,13200
20,Stem,1,2006,9900
35,Professional,0,1965,12000
24,Stem,4,1948,20400
73,Humanities,0,2000,20000
8,Business,2,1930,10208
77,Business,3,2017,10009
46,Humanities,2,1983,10200
69,Other,0,1961,5261
99,Business,0,1917,10007
74,Stem,2,2006,9800
80,Professional,1,1934,11900
3,Professional,0,1945,12000
77,Vocational,0,2007,13000
5,Other,2,2008,525
77,Humanities,0,1902,10000
74,Vocational,1,1964,13100
90,Stem,4,2020,20400
67,Vocational,4,1973,13400
79,Vocational,2,1955,13200
45,Business,1,1953,10008
22,Vocational,2,1983,13200
55,Stem,1,1957,9900
31,Business,0,2003,10009
22,Professional,2,2003,11800
87,Humanities,0,1972,10000
95,Professional,0,1905,12000
27,Professional,3,1969,11700
88,Other,1,1939,8244
62,Professional,1,1908,11900
39,Stem,4,1990,20400
93,Vocational,0,2001,13000
26,Vocational,4,1941,13400
10,Business,3,1983,10003
73,Other,0,1951,5829
24,Vocational,1,1909,13100
41,Vocational,4,1979,13400
62,Vocational,4,1911,13400
23,Other,3,1982,1029
60,Humanities,4,1946,10400
28,Other,0,1986,1284
71,Professional,0,1946,12000
43,Business,0,1965,10004
56,Humanities,1,2013,20100
81,Vocational,4,1911,13400
53,Professional,0,1931,12000
12,Other,4,1921,644
51,Other,0,2011,3101
47,Other,4,1914,2709
23,Humanities,4,1946,10400
72,Other,2,1949,5684
33,Humanities,0,1987,10000
30,Professional,4,1939,11600
99,Stem,2,1949,9800
68,Vocational,2,1998,13200
47,Other,4,1937,2709
34,Other,4,2004,1656
78,Humanities,1,1963,10100
40,Professional,4,2002,11600
93,Humanities,3,1978,10300
56,Stem,3,1948,20300
4,Humanities,1,1978,10100
98,Vocational,4,1996,13400
66,Professional,0,1956,12000
64,Stem,4,1955,20400
48,Professional,2,1952,11800
4,Other,4,1997,516
84,Stem,0,1997,10000
3,Stem,2,1929,9800
78,Vocational,4,1919,13400
58,Stem,2,1931,9800
48,Vocational,1,2011,13100
16,Business,1,2014,10104
34,Business,2,1920,10208
14,Stem,0,2020,10000
76,Humanities,1,1992,10100
89,Vocational,2,1941,13200
15,Stem,1,1982,9900
39,Humanities,4,2005,20400
13,Stem,0,1903,10000
78,Business,3,1940,10308
65,Stem,0,2012,10000
65,Stem,0,1996,10000
63,Professional,4,1967,11600
55,Business,3,2010,10305
49,Humanities,1,1971,10100
5,Vocational,4,1929,13400
82,Professional,2,1981,11800
6,Other,1,1969,536
47,Humanities,3,2001,20300
45,Business,3,2004,10305
30,Vocational,0,1934,13000
9,Other,4,1952,581
65,Professional,0,2001,12000
37,Business,3,1960,10306
32,Professional,2,1994,11800
93,Business,3,1941,10007
20,Business,2,1928,10206
36,Other,2,1932,1796
56,Other,0,2009,3636
26,Other,0,1984,1176
42,Stem,4,1957,20400
100,Other,1,2005,10500
3,Stem,4,1913,20400
65,Vocational,3,1928,13300
95,Humanities,2,1985,10200
0,Vocational,2,1951,12800
67,Other,4,1957,4989
22,Business,3,2011,10008
50,Business,2,1925,10004
1,Stem,2,1951,9800
28,Stem,0,1908,10000
1,Other,3,1921,501
19,Vocational,1,1944,13100
68,Stem,4,2001,20400
29,Humanities,1,1996,10100
55,Professional,3,1974,11700
94,Business,0,1930,10004
58,Stem,2,1900,9800
81,Professional,0,1977,12000
55,Professional,0,1935,12000
32,Stem,4,1957,20400
13,Professional,2,1917,11800
98,Other,3,1939,10104
12,Business,3,1914,10302
7,Business,2,1971,10004
3,Business,3,1975,10002
53,Humanities,4,1912,10400
74,Other,0,1998,5976
84,Other,1,1939,7556
55,Vocational,1,1909,13100
6,Stem,1,1902,9900
18,Vocational,2,1943,13200
93,Other,2,1991,9149
63,Professional,1,1992,11900
81,Stem,1,1911,9900
83,Humanities,1,1903,10100
61,Other,0,1971,4221
1,Humanities,1,1922,10100
52,Other,0,1902,3204
35,Business,3,1950,10302
82,Professional,4,1929,11600
84,Humanities,3,1931,10300
27,Other,2,1965,1229
63,Humanities,1,2005,20100
58,Vocational,4,1980,13400
68,Stem,3,1906,20300
74,Vocational,3,1983,13300
38,Professional,3,1900,11700
35,Vocational,3,1969,13300
92,Humanities,0,1908,10000
13,Vocational,1,1995,13100
46,Humanities,0,1974,10000
2,Vocational,2,1924,12800
57,Professional,2,1981,11800
49,Business,0,1911,10006
21,Vocational,3,1967,13300
49,Vocational,0,1979,13000
7,Business,3,1959,10007
71,Professional,0,1928,12000
73,Business,4,1957,10007
14,Vocational,2,1989,13200
4,Vocational,1,2013,12900
52,Professional,3,1943,11700
5,Humanities,3,1968,10300
64,Stem,1,1923,9900
91,Professional,1,1912,11900
58,Stem,3,1947,20300
37,Other,1,2004,1869
87,Professional,0,1991,12000
27,Other,2,1944,1229
85,Stem,0,1983,10000
84,Business,0,1944,10008
79,Stem,2,1906,9800
28,Vocational,0,1918,13000
100,Business,3,1929,10006
22,Business,3,1956,10302
31,Professional,0,1975,12000
26,Vocational,1,1955,13100
3,Other,3,2002,509
54,Other,4,2008,3416
83,Business,2,1939,10006
26,Business,3,1921,10008
92,Other,3,1974,8964
4,Stem,0,1986,10000
42,Business,3,1907,10008
45,Stem,4,1949,20400
27,Business,2,1939,10004
87,Other,3,1917,8069
0,Professional,2,1911,11800
1,Business,0,1999,10005
39,Professional,4,1953,11600
5,Professional,3,2008,11700
6,Humanities,3,1913,10300
4,Humanities,1,1952,10100
74,Vocational,1,1911,13100
22,Stem,3,1906,20300
21,Business,0,1934,10005
10,Business,1,1928,10102
15,Other,4,1906,725
20,Professional,4,1944,11600
71,Professional,4,2003,11600
32,Humanities,2,1925,10200
3,Professional,0,2016,12000
63,Other,0,1982,4469
60,Professional,1,1999,11900
38,Professional,3,1945,11700
68,Other,0,1925,5124
86,Stem,2,1950,9800
84,Business,0,1957,10008
71,Vocational,0,1919,13000
66,Vocational,2,1973,13200
41,Stem,3,2005,20300
51,Other,3,1971,3101
60,Stem,2,2012,9800
56,Vocational,3,1993,13300
70,Vocational,3,1964,13300
48,Stem,0,1952,10000
10,Stem,4,1938,20400
57,Other,3,1907,3749
83,Professional,1,1961,11900
99,Professional,0,1902,12000
6,Vocational,3,2014,13300
37,Other,1,1932,1869
96,Other,4,1920,9716
89,Vocational,1,1927,13100
86,Business,1,1953,10004
49,Business,3,1941,10008
60,Vocational,1,1924,13100
10,Stem,1,1933,9900
98,Other,4,1935,10104
15,Humanities,2,1993,10200
72,Humanities,3,2013,20300
97,Vocational,3,1992,13300
7,Stem,0,1980,10000
79,Stem,2,2015,9800
60,Professional,2,1964,11800
19,Professional,4,1954,11600
98,Vocational,0,2010,13000
40,Other,0,1950,2100
47,Business,1,1926,10104
29,Stem,0,1984,10000
73,Vocational,4,1980,13400
14,Stem,2,1986,9800
69,Humanities,3,1951,10300
76,Business,2,1919,10002
9,Vocational,1,1937,13100
95,Humanities,3,2004,20300
86,Stem,2,1942,9800
12,Business,1,1980,10104
27,Other,1,1976,1229
30,Humanities,3,2009,20300
15,Business,4,1903,10007
46,Stem,0,1996,10000
61,Vocational,0,1915,13000
33,Vocational,4,1935,13400
14,Humanities,1,1963,10100
97,Humanities,2,1958,10200
56,Professional,2,2000,11800
40,Vocational,4,1994,13400
96,Humanities,1,2006,20100
1,Humanities,4,1977,10400
87,Professional,4,1919,11600
69,Humanities,2,1915,10200
94,Business,1,1983,10003
23,Stem,2,1953,9800
93,Humanities,0,1914,10000
47,Vocational,0,1998,13000
43,Other,0,1970,2349
27,Other,3,1972,1229
87,Humanities,3,2019,20300
32,Humanities,3,1955,10300
58,Business,0,1995,10004
45,Humanities,1,1966,10100
17,Humanities,3,1963,10300
75,Other,0,1996,6125
91,Professional,4,1974,11600
79,Stem,0,1954,10000
30,Professional,2,1942,11800
89,Business,0,1948,10009
13,Professional,0,1915,12000
19,Business,1,1910,10103
56,Humanities,4,1929,10400
4,Professional,2,1916,11800
1,Other,4,1919,501
86,Stem,4,1963,20400
66,Business,2,1963,10009
75,Humanities,1,1972,10100
36,Business,3,1936,10305
51,Stem,1,2007,9900
11,Stem,3,1979,20300
33,Stem,3,2002,20300
40,Stem,2,1981,9800
96,Humanities,2,1913,10200
39,Other,4,1972,2021
58,Humanities,2,1902,10200
83,Vocational,0,1999,13000
50,Professional,3,1972,11700
86,Professional,0,1912,12000
24,Stem,3,2003,20300
50,Humanities,3,1939,10300
97,Business,3,1949,10004
17,Other,4,1962,789
30,Vocational,3,1903,13300
87,Other,1,1944,8069
81,Professional,3,1911,11700
16,Professional,4,1907,11600
43,Humanities,2,1972,10200
25,Other,4,1975,1125
6,Business,3,1969,10008
44,Other,0,1926,2436
30,Other,1,1924,1400
44,Business,2,1928,10207
86,Humanities,0,1915,10000
83,Other,1,1948,7389
10,Vocational,2,1924,13200
16,Professional,1,1980,11900
98,Professional,1,2016,11900
83,Business,2,1916,10207
74,Humanities,0,1925,10000
17,Professional,0,1929,12000
67,Business,4,1979,10009
95,Business,0,1958,10007
25,Business,3,1994,10303
10,Professional,4,1949,11600
62,Humanities,2,1921,10200
32,Business,4,1929,10006
99,Other,4,1968,10301
55,Professional,0,2018,12000
80,Stem,4,2001,20400
63,Other,2,1919,4469
23,Stem,2,1941,9800
60,Humanities,3,1925,10300
51,Vocational,1,1917,13100
15,Professional,4,1921,11600
11,Humanities,0,1992,10000
93,Humanities,3,1991,10300
22,Other,2,1953,984
29,Other,3,2002,1341
27,Stem,2,1964,9800
20,Professional,3,1926,11700
31,Stem,0,1954,10000
62,Stem,0,1940,10000
37,Business,1,2010,10108
24,Other,3,1903,1076
24,Vocational,0,1951,13000
50,Stem,2,1983,9800
6,Stem,3,1991,20300
8,Humanities,4,1915,10400
53,Business,3,1965,10003
96,Humanities,0,2017,20000
63,Professional,2,1978,11800
0,Business,3,1942,10306
71,Humanities,3,1973,10300
91,Other,3,1936,8781
55,Stem,4,1951,20400
83,Professional,3,1952,11700
80,Humanities,2,1947,10200
52,Professional,4,1988,11600
59,Business,0,1942,10008
69,Other,0,2002,5261
20,Vocational,2,2008,13200
90,Vocational,0,2019,13000
4,Business,1,1918,10108
83,Vocational,1,1983,13100
43,Other,4,1994,2349
80,Business,0,1978,10004
100,Other,2,1981,10500
1,Humanities,3,1981,10300
13,Business,0,1963,10008
39,Stem,0,1979,10000
11,Humanities,0,1934,10000
65,Vocational,0,1966,13000
44,Professional,0,1945,12000
54,Humanities,1,1991,10100
1,Other,0,1903,501
57,Humanities,0,2013,20000
10,Humanities,4,1989,10400
28,Humanities,3,2010,20300
56,Humanities,3,1969,10300
54,Professional,0,1908,12000
99,Vocational,1,2001,13100
11,Business,4,2015,10009
63,Business,0,1961,10008
73,Vocational,4,1971,13400
7,Other,2,1970,549
7,Professional,3,1931,11700
7,Vocational,4,1942,13400
92,Business,2,1939,10003
5,Vocational,1,2010,13100
47,Humanities,3,1936,10300
93,Vocational,3,1965,13300
51,Other,3,1952,3101
16,Professional,1,1981,11900
40,Stem,2,2018,9800
3,Business,4,1932,10409
50,Other,4,1948,3000
63,Vocational,1,1918,13100
61,Stem,1,1959,9900
45,Other,4,1991,2525
45,Humanities,3,1972,10300
46,Stem,4,2002,20400
76,Professional,4,1993,11600
78,Business,0,1942,10005
84,Stem,4,2000,20400
98,Humanities,1,1944,10100
25,Humanities,3,2016,20300
18,Professional,2,1903,11800
14,Vocational,4,1931,13400
68,Stem,1,1965,9900
1,Vocational,2,1926,12800
99,Vocational,0,1987,13000
64,Stem,0,1928,10000
77,Professional,3,1955,11700
17,Professional,3,1913,11700
60,Other,4,1943,4100
48,Other,3,2012,2804
24,Other,3,1998,1076
74,Professional,1,1909,11900
8,Humanities,2,1948,10200
41,Other,4,1900,2181
45,Stem,1,1905,9900
37,Humanities,3,1982,10300
27,Vocational,3,1909,13300
32,Business,2,1921,10007
33,Other,0,1966,1589
35,Professional,4,2007,11600
77,Other,4,1903,6429
84,Stem,4,1998,20400
79,Business,3,1984,10308
69,Other,2,1919,5261
64,Vocational,1,1919,13100
33,Professional,2,1973,11800
23,Business,2,1963,10002
10,Humanities,4,2020,20400
98,Professional,3,1923,11700
47,Professional,4,1994,11600
100,Stem,2,1942,9800
63,Business,2,1910,10204
77,Humanities,3,2009,20300
44,Humanities,4,1997,10400
95,Vocational,2,1908,13200
29,Professional,2,1946,11800
83,Humanities,1,1979,10100
24,Business,1,1994,10109
1,Professional,4,1968,11600
92,Stem,2,1962,9800
78,Stem,2,1956,9800
6,Humanities,0,2008,20000
22,Humanities,1,1942,10100
71,Humanities,3,1916,10300
70,Humanities,3,1919,10300
24,Professional,0,1924,12000
21,Professional,4,1937,11600
100,Stem,0,1902,10000
24,Professional,3,1910,11700
16,Business,4,1964,10402
68,Professional,1,1918,11900
96,Stem,0,1917,10000
86,Professional,4,1968,11600
54,Vocational,2,2003,13200
7,Business,3,1920,10306
14,Vocational,2,1914,13200
69,Business,3,1967,10004
11,Other,1,1973,621
55,Humanities,1,1986,10100
89,Professional,1,1918,11900
89,Other,4,1924,8421
82,Business,3,2003,10003
15,Business,4,1970,10404
8,Professional,1,1932,11900
87,Professional,3,1990,11700
41,Humanities,2,1966,10200
70,Professional,3,1928,11700
8,Professional,2,1981,11800
88,Other,4,1967,8244
33,Professional,0,1991,12000
42,Humanities,0,2000,20000
74,Other,1,1982,5976
51,Vocational,1,1982,13100
71,Professional,1,1971,11900
7,Professional,0,1944,12000
78,Humanities,1,1993,10100
9,Business,2,2003,10008
36,Vocational,1,1906,13100
49,Stem,1,1958,9900
52,Vocational,0,1918,13000
74,Other,3,1936,5976
2,Stem,1,1969,9900
15,Stem,4,1977,20400
90,Vocational,4,2017,13400
89,Vocational,1,1918,13100
83,Business,3,1909,10009
67,Other,3,1976,4989
90,Professional,3,2015,11700
67,Other,1,1932,4989
44,Vocational,1,1925,13100
88,Stem,1,1966,9900
76,Business,2,1921,10003
97,Business,2,2008,10204
63,Other,0,1981,4469
77,Professional,3,1910,11700
26,Professional,2,2010,11800
26,Business,2,1922,10209
7,Business,3,1932,10304
75,Stem,1,1997,9900
63,Vocational,4,1987,13400
82,Humanities,0,1917,10000
71,Stem,2,1920,9800
65,Humanities,1,1954,10100
20,Other,4,2007,900
77,Humanities,1,2012,20100
16,Professional,4,1953,11600
3,Professional,1,1904,11900
31,Professional,2,2010,11800
47,Other,4,1911,2709
27,Vocational,2,1920,13200
9,Humanities,4,1998,10400
65,Stem,0,2007,10000
33,Professional,3,1900,11700
25,Professional,3,1954,11700
77,Other,0,1958,6429
87,Stem,4,1990,20400
23,Professional,3,2019,11700
58,Stem,2,1922,9800
100,Professional,0,1958,12000
47,Vocational,2,1996,13200
95,Stem,1,1905,9900
77,Vocational,3,2011,13300
1,Other,2,2009,501
30,Business,3,1921,10005
76,Humanities,4,1973,10400
24,Professional,2,1917,11800
94,Humanities,3,2009,20300
90,Humanities,0,2017,20000
59,Vocational,1,2003,13100
26,Humanities,1,1963,10100
59,Other,3,1908,3981
0,Business,1,1957,10005
97,Other,0,1972,9909
40,Humanities,4,1963,10400
38,Stem,3,1941,20300
70,Vocational,4,2006,13400
64,Vocational,4,1961,13400
7,Vocational,0,1908,13000
82,Business,1,1930,10103
99,Vocational,3,1983,13300
0,Other,3,1902,500
57,Stem,1,1963,9900
72,Other,4,2016,5684
57,Business,1,1980,10104
51,Humanities,4,2018,20400
34,Business,4,1929,10009
52,Humanities,0,1960,10000
99,Other,3,1915,10301
73,Professional,1,1902,11900
98,Humanities,4,1950,10400
98,Humanities,0,2019,20000
47,Stem,0,1917,10000
92,Vocational,3,1926,13300
94,Stem,0,1915,10000
66,Professional,2,1965,11800
21,Stem,3,1922,20300
2,Humanities,0,1912,10000
26,Stem,1,1920,9900
68,Professional,3,1940,11700
77,Vocational,3,1925,13300
38,Business,4,1946,10409
79,Humanities,1,1988,10100
98,Professional,1,1983,11900
22,Humanities,1,1925,10100
81,Humanities,0,2017,20000
90,Humanities,0,1913,10000
12,Other,1,1966,644
98,Professional,4,1997,11600
92,Business,2,1975,10004
87,Business,0,1943,10003
90,Humanities,1,2003,20100
20,Stem,2,2002,9800
