Attendance,Major,Questions,Score,Seniority,Texting,Grade
90,Stat,Rare,50,Freshman,Always,Fail
20,Polsci,Always,17,Senior,Always,Pass
28,Comm,Always,37,Sophomore,Always,Fail
77,Polsci,Rare,65,Freshman,Always,Pass
79,Stat,Rare,7,Senior,Rarely,Fail
96,Stat,Rare,25,Senior,Rarely,Fail
7,Comm,Always,73,Junior,Always,Pass
69,Polsci,Rare,85,Senior,Rarely,Pass
92,Polsci,Rare,49,Freshman,Rarely,Fail
59,Cs,Rare,55,Junior,Rarely,Fail
77,Comm,Always,2,Senior,Always,Fail
30,Cs,Rare,79,Junior,Always,Pass
68,Stat,Rare,88,Sophomore,Always,Pass
16,Stat,Rare,99,Freshman,Rarely,Fail
73,Stat,Always,89,Senior,Rarely,Pass
50,Comm,Always,52,Junior,Rarely,Pass
45,Polsci,Rare,4,Junior,Always,Fail
57,Stat,Always,76,Freshman,Rarely,Pass
86,Cs,Always,21,Junior,Always,Fail
35,Cs,Rare,97,Freshman,Always,Pass
90,Comm,Rare,100,Senior,Always,Pass
47,Comm,Rare,5,Freshman,Rarely,Fail
52,Polsci,Always,11,Senior,Rarely,Pass
66,Polsci,Rare,32,Freshman,Always,Fail
48,Cs,Rare,85,Freshman,Rarely,Pass
5,Comm,Rare,38,Sophomore,Always,Pass
49,Comm,Rare,77,Sophomore,Rarely,Pass
29,Comm,Rare,64,Sophomore,Always,Pass
79,Cs,Rare,54,Junior,Rarely,Fail
7,Cs,Always,15,Junior,Always,Fail
28,Comm,Rare,58,Freshman,Rarely,Pass
74,Cs,Always,3,Junior,Always,Fail
34,Stat,Rare,68,Sophomore,Rarely,Fail
99,Comm,Always,45,Junior,Always,Pass
32,Stat,Rare,13,Senior,Rarely,Fail
2,Cs,Always,45,Sophomore,Always,Fail
94,Polsci,Always,84,Freshman,Rarely,Fail
28,Polsci,Always,19,Senior,Always,Pass
77,Comm,Always,52,Senior,Rarely,Fail
37,Comm,Rare,2,Sophomore,Rarely,Fail
47,Comm,Rare,48,Freshman,Rarely,Pass
79,Polsci,Always,19,Junior,Always,Fail
20,Polsci,Always,92,Senior,Always,Fail
75,Cs,Rare,1,Freshman,Always,Fail
93,Comm,Rare,12,Senior,Rarely,Fail
39,Polsci,Rare,16,Senior,Always,Fail
79,Stat,Always,37,Freshman,Rarely,Fail
53,Stat,Rare,87,Senior,Rarely,Fail
71,Comm,Always,67,Junior,Rarely,Pass
27,Stat,Rare,62,Sophomore,Rarely,Pass
94,Polsci,Rare,70,Junior,Rarely,Pass
73,Comm,Rare,83,Senior,Rarely,Pass
82,Stat,Rare,98,Freshman,Always,Pass
82,Cs,Rare,16,Freshman,Always,Fail
71,Stat,Always,60,Freshman,Rarely,Pass
53,Cs,Rare,75,Junior,Rarely,Pass
97,Polsci,Rare,87,Senior,Rarely,Pass
66,Cs,Always,58,Junior,Rarely,Fail
29,Stat,Rare,24,Senior,Rarely,Fail
40,Cs,Rare,33,Senior,Always,Fail
38,Stat,Rare,83,Freshman,Always,Fail
77,Stat,Always,44,Senior,Always,Fail
24,Comm,Rare,99,Junior,Rarely,Pass
98,Stat,Rare,31,Senior,Always,Fail
35,Stat,Always,16,Sophomore,Always,Fail
47,Stat,Always,95,Sophomore,Always,Fail
20,Cs,Rare,69,Senior,Rarely,Fail
38,Cs,Always,69,Sophomore,Rarely,Pass
9,Stat,Always,30,Senior,Always,Fail
92,Cs,Always,67,Senior,Always,Fail
13,Polsci,Rare,27,Freshman,Rarely,Fail
55,Comm,Always,63,Senior,Always,Pass
15,Cs,Always,45,Senior,Rarely,Fail
56,Comm,Always,26,Freshman,Always,Fail
97,Polsci,Always,7,Freshman,Always,Pass
17,Polsci,Rare,37,Sophomore,Rarely,Fail
38,Polsci,Always,75,Sophomore,Rarely,Fail
15,Polsci,Rare,67,Freshman,Always,Pass
88,Polsci,Always,47,Sophomore,Rarely,Pass
93,Polsci,Rare,58,Junior,Rarely,Pass
83,Stat,Always,61,Freshman,Rarely,Pass
50,Polsci,Always,89,Sophomore,Rarely,Fail
10,Comm,Always,30,Junior,Rarely,Fail
89,Polsci,Always,10,Senior,Rarely,Pass
10,Cs,Always,60,Sophomore,Rarely,Pass
95,Cs,Rare,4,Freshman,Rarely,Fail
80,Comm,Rare,86,Freshman,Always,Pass
89,Comm,Rare,74,Junior,Rarely,Pass
52,Polsci,Always,30,Freshman,Rarely,Pass
42,Comm,Always,37,Junior,Rarely,Fail
58,Polsci,Rare,23,Senior,Always,Fail
48,Stat,Always,92,Junior,Rarely,Pass
37,Polsci,Always,44,Sophomore,Always,Pass
84,Cs,Always,80,Freshman,Rarely,Pass
3,Cs,Always,62,Freshman,Always,Fail
53,Cs,Always,82,Senior,Rarely,Pass
57,Stat,Always,63,Freshman,Always,Fail
70,Stat,Always,19,Senior,Always,Fail
91,Cs,Rare,82,Junior,Always,Pass
60,Comm,Always,26,Junior,Always,Pass
84,Comm,Rare,38,Sophomore,Rarely,Fail
59,Stat,Always,33,Junior,Always,Fail
8,Polsci,Rare,12,Senior,Always,Fail
83,Comm,Always,89,Freshman,Always,Pass
23,Cs,Always,9,Sophomore,Always,Fail
37,Stat,Always,7,Sophomore,Rarely,Fail
72,Polsci,Always,88,Senior,Always,Pass
74,Polsci,Always,98,Junior,Rarely,Fail
82,Comm,Always,86,Junior,Always,Fail
40,Polsci,Rare,91,Junior,Rarely,Pass
5,Comm,Always,39,Senior,Always,Pass
64,Cs,Always,22,Junior,Rarely,Fail
29,Stat,Always,29,Senior,Rarely,Fail
12,Polsci,Always,54,Senior,Always,Pass
46,Stat,Rare,12,Junior,Rarely,Fail
87,Comm,Rare,23,Freshman,Always,Pass
70,Cs,Rare,47,Junior,Always,Fail
7,Comm,Always,68,Freshman,Always,Pass
55,Stat,Always,31,Sophomore,Rarely,Fail
90,Cs,Rare,72,Senior,Rarely,Pass
9,Comm,Rare,64,Sophomore,Rarely,Pass
34,Comm,Rare,87,Sophomore,Rarely,Pass
41,Comm,Always,47,Freshman,Always,Pass
77,Stat,Always,84,Senior,Always,Pass
81,Comm,Rare,97,Sophomore,Always,Pass
35,Stat,Always,8,Junior,Always,Fail
46,Stat,Rare,70,Freshman,Rarely,Fail
90,Stat,Always,21,Junior,Rarely,Fail
70,Stat,Rare,69,Sophomore,Rarely,Pass
97,Polsci,Rare,79,Junior,Rarely,Pass
32,Cs,Always,38,Sophomore,Always,Fail
73,Stat,Rare,13,Senior,Rarely,Fail
96,Comm,Always,68,Junior,Always,Pass
7,Cs,Rare,67,Freshman,Always,Fail
4,Cs,Rare,9,Junior,Always,Fail
14,Stat,Always,20,Junior,Rarely,Fail
85,Comm,Rare,96,Senior,Rarely,Pass
81,Cs,Always,42,Sophomore,Rarely,Fail
9,Comm,Always,28,Sophomore,Always,Pass
72,Comm,Rare,13,Junior,Always,Pass
22,Comm,Rare,7,Senior,Rarely,Fail
57,Cs,Rare,13,Freshman,Always,Fail
19,Stat,Always,10,Senior,Always,Fail
40,Comm,Always,13,Junior,Rarely,Fail
41,Comm,Rare,85,Senior,Always,Pass
66,Stat,Rare,91,Senior,Rarely,Fail
66,Stat,Always,58,Senior,Always,Fail
85,Stat,Rare,21,Freshman,Always,Fail
30,Stat,Always,48,Sophomore,Always,Fail
48,Polsci,Rare,71,Freshman,Always,Pass
29,Comm,Always,12,Senior,Always,Pass
33,Stat,Rare,55,Junior,Rarely,Fail
90,Polsci,Rare,40,Junior,Rarely,Fail
26,Comm,Always,1,Sophomore,Always,Pass
61,Polsci,Rare,35,Freshman,Rarely,Fail
39,Comm,Always,9,Senior,Rarely,Fail
58,Comm,Rare,28,Senior,Always,Pass
94,Polsci,Always,51,Freshman,Rarely,Pass
92,Polsci,Always,7,Freshman,Rarely,Pass
11,Stat,Always,18,Junior,Rarely,Fail
86,Polsci,Rare,85,Sophomore,Always,Fail
69,Stat,Always,9,Senior,Always,Fail
78,Comm,Rare,44,Senior,Rarely,Pass
79,Stat,Always,88,Senior,Always,Pass
51,Cs,Rare,26,Junior,Rarely,Fail
45,Comm,Rare,77,Freshman,Rarely,Pass
68,Polsci,Always,54,Senior,Rarely,Pass
46,Cs,Always,30,Senior,Rarely,Fail
59,Stat,Rare,84,Senior,Always,Pass
69,Comm,Rare,51,Sophomore,Always,Pass
51,Polsci,Rare,99,Junior,Rarely,Pass
60,Polsci,Rare,9,Freshman,Rarely,Fail
88,Cs,Rare,1,Junior,Rarely,Fail
62,Stat,Rare,100,Sophomore,Rarely,Pass
11,Comm,Rare,82,Senior,Always,Pass
10,Cs,Rare,95,Sophomore,Always,Pass
11,Stat,Rare,63,Sophomore,Rarely,Fail
3,Comm,Rare,14,Junior,Rarely,Fail
86,Polsci,Rare,69,Sophomore,Always,Pass
21,Cs,Always,4,Senior,Always,Fail
54,Cs,Always,51,Freshman,Always,Fail
43,Polsci,Rare,6,Senior,Rarely,Fail
58,Polsci,Rare,99,Senior,Always,Fail
95,Polsci,Rare,48,Sophomore,Rarely,Fail
47,Cs,Always,76,Sophomore,Rarely,Pass
2,Comm,Rare,30,Junior,Rarely,Fail
56,Comm,Always,27,Junior,Always,Pass
3,Stat,Rare,56,Senior,Rarely,Fail
82,Polsci,Rare,31,Junior,Always,Fail
69,Comm,Rare,97,Senior,Always,Pass
47,Cs,Rare,15,Senior,Always,Fail
15,Polsci,Rare,6,Freshman,Rarely,Fail
65,Comm,Rare,92,Junior,Always,Pass
91,Comm,Always,74,Sophomore,Always,Pass
46,Comm,Rare,20,Sophomore,Rarely,Fail
88,Polsci,Always,37,Freshman,Always,Pass
49,Polsci,Always,39,Sophomore,Always,Pass
19,Comm,Rare,56,Senior,Rarely,Pass
27,Polsci,Rare,56,Senior,Always,Pass
41,Cs,Rare,60,Freshman,Always,Fail
51,Polsci,Always,26,Sophomore,Rarely,Pass
18,Cs,Rare,65,Freshman,Rarely,Fail
78,Comm,Rare,43,Freshman,Always,Pass
27,Polsci,Always,13,Sophomore,Always,Pass
68,Cs,Always,72,Freshman,Rarely,Pass
66,Stat,Rare,76,Junior,Always,Fail
30,Polsci,Always,91,Sophomore,Always,Pass
4,Stat,Rare,7,Sophomore,Rarely,Fail
22,Comm,Rare,19,Junior,Rarely,Fail
68,Comm,Always,74,Senior,Rarely,Pass
34,Cs,Rare,34,Junior,Rarely,Fail
86,Cs,Always,49,Sophomore,Rarely,Fail
28,Comm,Always,18,Freshman,Rarely,Fail
42,Comm,Always,16,Sophomore,Rarely,Fail
73,Cs,Rare,96,Senior,Rarely,Pass
55,Stat,Always,7,Senior,Rarely,Fail
4,Polsci,Always,36,Junior,Rarely,Pass
36,Stat,Rare,78,Freshman,Rarely,Fail
67,Cs,Rare,19,Junior,Rarely,Fail
100,Comm,Always,10,Senior,Rarely,Fail
72,Comm,Rare,51,Junior,Rarely,Pass
29,Polsci,Always,22,Freshman,Always,Pass
4,Stat,Rare,96,Sophomore,Rarely,Pass
15,Comm,Rare,87,Freshman,Rarely,Fail
72,Stat,Always,36,Junior,Rarely,Fail
89,Polsci,Rare,30,Sophomore,Always,Fail
37,Cs,Always,48,Sophomore,Rarely,Fail
51,Comm,Always,33,Freshman,Rarely,Fail
45,Comm,Always,85,Senior,Rarely,Pass
64,Comm,Rare,4,Senior,Rarely,Fail
52,Cs,Rare,12,Sophomore,Rarely,Fail
22,Polsci,Rare,58,Junior,Always,Fail
18,Polsci,Rare,56,Junior,Rarely,Pass
77,Stat,Rare,55,Junior,Always,Fail
58,Cs,Always,21,Senior,Always,Fail
49,Cs,Rare,11,Freshman,Rarely,Fail
36,Stat,Always,27,Sophomore,Always,Fail
87,Polsci,Rare,33,Junior,Rarely,Fail
85,Comm,Always,87,Freshman,Always,Pass
35,Stat,Rare,57,Sophomore,Always,Fail
4,Cs,Always,78,Sophomore,Always,Pass
16,Polsci,Rare,24,Sophomore,Rarely,Fail
26,Stat,Always,85,Freshman,Rarely,Fail
79,Polsci,Rare,94,Freshman,Always,Pass
6,Comm,Rare,35,Junior,Always,Fail
2,Polsci,Rare,58,Sophomore,Rarely,Pass
54,Stat,Rare,16,Sophomore,Always,Fail
95,Cs,Rare,100,Freshman,Always,Pass
8,Polsci,Rare,66,Senior,Always,Pass
71,Stat,Rare,27,Senior,Always,Fail
74,Stat,Always,81,Junior,Always,Fail
11,Polsci,Always,86,Sophomore,Always,Pass
86,Cs,Rare,29,Freshman,Rarely,Fail
89,Stat,Always,8,Junior,Always,Fail
58,Stat,Rare,22,Sophomore,Rarely,Fail
17,Stat,Always,31,Junior,Always,Fail
53,Cs,Rare,99,Senior,Rarely,Pass
69,Stat,Always,81,Junior,Rarely,Pass
92,Comm,Rare,31,Junior,Always,Pass
65,Polsci,Always,95,Sophomore,Always,Pass
99,Comm,Always,20,Junior,Rarely,Fail
16,Stat,Always,12,Freshman,Rarely,Fail
94,Comm,Rare,95,Junior,Always,Fail
32,Stat,Always,97,Freshman,Always,Fail
31,Comm,Rare,90,Freshman,Rarely,Fail
28,Cs,Rare,9,Sophomore,Always,Fail
68,Cs,Rare,74,Freshman,Always,Pass
22,Cs,Rare,10,Senior,Rarely,Fail
40,Stat,Always,36,Junior,Rarely,Fail
98,Polsci,Always,74,Junior,Always,Pass
54,Cs,Always,96,Junior,Rarely,Pass
76,Comm,Always,75,Freshman,Rarely,Pass
93,Cs,Always,11,Senior,Always,Fail
18,Comm,Rare,89,Senior,Always,Pass
49,Comm,Always,89,Freshman,Rarely,Pass
55,Stat,Rare,85,Junior,Rarely,Pass
17,Stat,Always,53,Freshman,Rarely,Fail
58,Cs,Always,44,Senior,Rarely,Fail
82,Polsci,Always,36,Senior,Always,Pass
83,Cs,Rare,35,Freshman,Rarely,Fail
22,Cs,Always,32,Junior,Rarely,Fail
33,Polsci,Always,42,Senior,Always,Pass
7,Comm,Always,49,Junior,Always,Pass
25,Cs,Rare,14,Junior,Always,Fail
44,Polsci,Always,13,Junior,Always,Pass
94,Stat,Rare,88,Freshman,Always,Fail
22,Cs,Always,48,Freshman,Always,Fail
50,Comm,Rare,67,Freshman,Always,Pass
78,Cs,Rare,91,Sophomore,Rarely,Pass
59,Polsci,Rare,49,Junior,Rarely,Fail
17,Comm,Rare,46,Senior,Rarely,Pass
25,Comm,Always,31,Junior,Always,Pass
70,Cs,Rare,28,Senior,Always,Fail
10,Stat,Always,75,Sophomore,Rarely,Fail
83,Stat,Rare,63,Junior,Always,Pass
54,Comm,Always,67,Senior,Rarely,Pass
30,Comm,Rare,38,Senior,Rarely,Fail
62,Comm,Rare,88,Junior,Always,Pass
55,Polsci,Rare,11,Junior,Always,Fail
44,Polsci,Rare,57,Freshman,Always,Fail
79,Comm,Rare,9,Freshman,Rarely,Fail
88,Comm,Always,82,Senior,Rarely,Pass
35,Cs,Rare,6,Junior,Always,Fail
68,Stat,Rare,18,Senior,Rarely,Fail
85,Cs,Always,61,Sophomore,Rarely,Pass
33,Polsci,Rare,27,Sophomore,Rarely,Fail
44,Polsci,Rare,11,Freshman,Always,Fail
48,Stat,Always,84,Junior,Rarely,Pass
33,Cs,Always,56,Sophomore,Always,Pass
87,Comm,Rare,55,Sophomore,Always,Pass
38,Stat,Rare,36,Senior,Always,Fail
54,Stat,Rare,39,Senior,Rarely,Fail
74,Stat,Rare,44,Sophomore,Always,Fail
19,Comm,Rare,52,Sophomore,Rarely,Pass
85,Stat,Always,20,Senior,Rarely,Fail
29,Cs,Always,97,Senior,Rarely,Pass
77,Polsci,Rare,66,Freshman,Always,Pass
75,Comm,Rare,98,Senior,Always,Pass
46,Polsci,Rare,39,Senior,Always,Fail
95,Comm,Always,32,Senior,Rarely,Fail
28,Polsci,Rare,8,Freshman,Rarely,Fail
26,Stat,Always,3,Senior,Always,Fail
34,Cs,Always,1,Senior,Rarely,Fail
14,Comm,Rare,45,Sophomore,Always,Fail
55,Stat,Rare,3,Senior,Always,Fail
49,Cs,Always,4,Sophomore,Always,Fail
78,Stat,Always,80,Sophomore,Rarely,Pass
88,Stat,Rare,42,Junior,Rarely,Fail
88,Stat,Rare,1,Junior,Rarely,Fail
31,Cs,Rare,8,Senior,Always,Fail
13,Polsci,Rare,57,Junior,Rarely,Pass
99,Polsci,Rare,71,Senior,Always,Pass
27,Stat,Rare,40,Freshman,Always,Fail
53,Comm,Rare,88,Freshman,Rarely,Pass
37,Stat,Always,84,Senior,Rarely,Pass
48,Comm,Always,12,Freshman,Always,Pass
19,Polsci,Rare,30,Sophomore,Rarely,Fail
55,Cs,Always,63,Junior,Always,Fail
4,Cs,Always,39,Sophomore,Always,Fail
76,Cs,Rare,29,Junior,Rarely,Fail
91,Stat,Always,20,Sophomore,Rarely,Fail
8,Stat,Always,79,Junior,Always,Fail
86,Polsci,Always,43,Senior,Rarely,Pass
60,Comm,Rare,9,Junior,Rarely,Fail
73,Comm,Rare,49,Sophomore,Rarely,Pass
6,Comm,Rare,96,Sophomore,Always,Pass
24,Stat,Always,48,Senior,Rarely,Fail
19,Cs,Rare,12,Freshman,Always,Fail
17,Comm,Rare,37,Junior,Always,Pass
88,Polsci,Always,37,Junior,Always,Pass
31,Stat,Always,53,Senior,Rarely,Fail
49,Stat,Rare,94,Junior,Rarely,Pass
32,Cs,Always,25,Sophomore,Always,Fail
45,Cs,Rare,15,Freshman,Rarely,Fail
9,Stat,Always,12,Senior,Always,Fail
41,Polsci,Rare,66,Sophomore,Always,Pass
84,Cs,Rare,75,Junior,Rarely,Pass
16,Cs,Always,72,Junior,Rarely,Pass
53,Cs,Rare,50,Senior,Always,Fail
62,Cs,Always,77,Freshman,Always,Fail
44,Comm,Always,25,Sophomore,Always,Pass
79,Comm,Rare,17,Freshman,Always,Pass
19,Polsci,Rare,43,Junior,Rarely,Fail
55,Cs,Always,71,Freshman,Always,Pass
83,Stat,Always,82,Junior,Rarely,Fail
5,Comm,Rare,70,Sophomore,Rarely,Pass
16,Comm,Always,8,Sophomore,Always,Pass
87,Stat,Always,68,Sophomore,Rarely,Fail
90,Cs,Rare,90,Senior,Rarely,Pass
25,Polsci,Always,95,Sophomore,Always,Fail
81,Cs,Always,33,Junior,Rarely,Fail
80,Cs,Always,71,Sophomore,Always,Fail
11,Stat,Always,69,Sophomore,Always,Pass
48,Stat,Rare,74,Senior,Always,Fail
21,Cs,Rare,87,Sophomore,Always,Pass
68,Comm,Always,13,Junior,Always,Pass
80,Comm,Rare,72,Senior,Rarely,Fail
77,Stat,Always,81,Sophomore,Always,Pass
48,Stat,Rare,55,Sophomore,Rarely,Fail
77,Polsci,Rare,30,Senior,Rarely,Fail
60,Comm,Always,22,Senior,Always,Pass
78,Stat,Rare,77,Freshman,Rarely,Fail
3,Polsci,Always,87,Senior,Always,Pass
51,Comm,Always,96,Junior,Always,Pass
48,Polsci,Always,32,Freshman,Rarely,Pass
87,Stat,Rare,76,Junior,Always,Pass
24,Cs,Rare,87,Junior,Rarely,Pass
26,Comm,Rare,36,Senior,Always,Pass
14,Polsci,Always,52,Freshman,Rarely,Fail
46,Cs,Rare,65,Senior,Rarely,Fail
94,Stat,Always,49,Senior,Always,Fail
72,Cs,Always,95,Freshman,Rarely,Pass
38,Polsci,Rare,67,Sophomore,Always,Pass
84,Polsci,Rare,99,Junior,Always,Pass
25,Cs,Always,99,Sophomore,Rarely,Pass
11,Cs,Always,22,Sophomore,Rarely,Fail
38,Cs,Always,86,Junior,Always,Pass
60,Polsci,Rare,94,Junior,Always,Pass
90,Cs,Always,57,Junior,Rarely,Fail
95,Cs,Always,54,Freshman,Always,Fail
19,Comm,Always,39,Freshman,Always,Fail
31,Stat,Always,36,Senior,Rarely,Fail
92,Comm,Rare,57,Senior,Rarely,Pass
39,Polsci,Always,99,Freshman,Rarely,Pass
18,Comm,Rare,98,Freshman,Always,Fail
80,Cs,Rare,48,Senior,Rarely,Fail
9,Comm,Rare,55,Freshman,Rarely,Pass
80,Comm,Always,39,Junior,Rarely,Fail
26,Comm,Rare,100,Senior,Rarely,Pass
26,Stat,Always,43,Sophomore,Always,Fail
41,Polsci,Always,62,Freshman,Always,Fail
57,Stat,Always,66,Freshman,Rarely,Pass
11,Cs,Rare,41,Junior,Rarely,Fail
65,Cs,Always,81,Sophomore,Always,Pass
29,Cs,Rare,85,Freshman,Always,Fail
42,Comm,Rare,79,Junior,Always,Pass
83,Comm,Always,55,Junior,Rarely,Pass
7,Stat,Always,8,Sophomore,Rarely,Fail
9,Cs,Always,80,Freshman,Rarely,Fail
0,Cs,Always,40,Sophomore,Rarely,Fail
10,Stat,Rare,76,Freshman,Rarely,Pass
21,Cs,Rare,37,Junior,Always,Fail
36,Comm,Always,68,Junior,Always,Pass
23,Polsci,Always,100,Sophomore,Rarely,Pass
87,Comm,Rare,63,Sophomore,Always,Fail
79,Polsci,Rare,63,Junior,Rarely,Pass
71,Comm,Rare,27,Junior,Always,Pass
0,Stat,Always,24,Junior,Always,Fail
71,Comm,Rare,74,Senior,Always,Pass
97,Cs,Always,12,Freshman,Always,Fail
82,Stat,Always,53,Junior,Always,Fail
12,Polsci,Always,18,Freshman,Rarely,Pass
33,Cs,Rare,63,Junior,Rarely,Fail
26,Cs,Rare,23,Sophomore,Rarely,Fail
18,Stat,Always,85,Junior,Rarely,Fail
58,Stat,Always,69,Senior,Rarely,Fail
44,Cs,Rare,61,Freshman,Always,Fail
47,Cs,Rare,99,Junior,Rarely,Pass
25,Cs,Rare,42,Freshman,Always,Fail
77,Stat,Always,93,Sophomore,Rarely,Fail
25,Polsci,Always,34,Sophomore,Always,Pass
50,Polsci,Rare,27,Sophomore,Always,Fail
51,Polsci,Rare,74,Freshman,Always,Pass
58,Polsci,Always,31,Sophomore,Rarely,Pass
24,Cs,Always,83,Freshman,Always,Pass
85,Cs,Always,75,Sophomore,Rarely,Pass
90,Polsci,Rare,69,Senior,Always,Pass
12,Stat,Always,33,Freshman,Always,Fail
71,Polsci,Rare,70,Junior,Rarely,Pass
63,Stat,Rare,30,Sophomore,Rarely,Fail
38,Cs,Always,96,Junior,Rarely,Pass
94,Stat,Rare,15,Senior,Rarely,Fail
80,Comm,Rare,62,Senior,Always,Pass
18,Cs,Always,9,Sophomore,Rarely,Fail
17,Comm,Rare,9,Junior,Always,Fail
50,Polsci,Always,28,Junior,Rarely,Pass
80,Comm,Always,34,Freshman,Rarely,Fail
37,Stat,Rare,42,Freshman,Rarely,Fail
74,Polsci,Always,75,Junior,Rarely,Pass
49,Polsci,Always,72,Junior,Always,Fail
59,Cs,Always,30,Sophomore,Rarely,Fail
25,Cs,Rare,34,Junior,Rarely,Fail
75,Stat,Rare,55,Freshman,Rarely,Fail
65,Comm,Always,95,Junior,Always,Pass
7,Stat,Rare,54,Junior,Rarely,Fail
46,Comm,Rare,71,Senior,Rarely,Pass
79,Cs,Rare,89,Junior,Rarely,Pass
78,Polsci,Always,72,Senior,Always,Pass
23,Comm,Always,34,Freshman,Rarely,Fail
89,Comm,Always,20,Freshman,Rarely,Fail
16,Polsci,Always,47,Sophomore,Always,Pass
87,Cs,Always,49,Junior,Always,Fail
11,Polsci,Rare,58,Sophomore,Always,Fail
5,Cs,Rare,74,Junior,Rarely,Pass
56,Comm,Rare,12,Senior,Always,Pass
61,Comm,Rare,68,Senior,Always,Pass
38,Comm,Always,33,Junior,Always,Pass
33,Stat,Rare,22,Senior,Rarely,Fail
74,Stat,Rare,43,Senior,Rarely,Fail
22,Stat,Always,89,Sophomore,Rarely,Fail
92,Stat,Always,70,Sophomore,Rarely,Fail
84,Polsci,Always,27,Sophomore,Rarely,Pass
36,Comm,Rare,84,Senior,Rarely,Pass
33,Comm,Always,36,Junior,Rarely,Fail
14,Polsci,Always,9,Sophomore,Always,Pass
6,Cs,Rare,44,Freshman,Always,Fail
83,Stat,Rare,33,Freshman,Always,Fail
34,Polsci,Always,21,Sophomore,Always,Pass
95,Cs,Rare,57,Junior,Rarely,Fail
49,Stat,Always,63,Senior,Always,Fail
26,Polsci,Rare,15,Sophomore,Rarely,Fail
9,Polsci,Always,49,Junior,Always,Pass
75,Polsci,Always,83,Junior,Rarely,Pass
5,Comm,Always,12,Sophomore,Always,Pass
20,Comm,Rare,26,Junior,Rarely,Fail
96,Comm,Rare,64,Junior,Always,Pass
86,Stat,Rare,41,Freshman,Always,Fail
24,Stat,Always,93,Senior,Always,Fail
4,Stat,Rare,75,Freshman,Always,Fail
93,Cs,Always,41,Junior,Always,Fail
66,Stat,Rare,35,Freshman,Always,Fail
8,Comm,Always,9,Freshman,Rarely,Fail
1,Stat,Rare,29,Junior,Always,Fail
91,Cs,Always,24,Senior,Always,Fail
80,Comm,Always,58,Sophomore,Always,Pass
52,Polsci,Always,13,Junior,Always,Fail
14,Stat,Always,30,Senior,Always,Fail
77,Stat,Always,96,Senior,Always,Pass
54,Cs,Rare,35,Sophomore,Rarely,Fail
86,Comm,Always,67,Senior,Always,Pass
4,Polsci,Rare,21,Junior,Rarely,Fail
81,Comm,Rare,17,Junior,Rarely,Fail
77,Stat,Rare,57,Senior,Rarely,Fail
10,Stat,Always,4,Senior,Always,Fail
96,Polsci,Always,8,Junior,Rarely,Pass
8,Stat,Always,35,Freshman,Always,Fail
22,Comm,Always,42,Sophomore,Rarely,Pass
30,Cs,Always,37,Senior,Rarely,Fail
21,Stat,Always,68,Freshman,Always,Fail
52,Polsci,Always,95,Freshman,Rarely,Pass
66,Cs,Rare,84,Sophomore,Rarely,Pass
20,Cs,Rare,66,Senior,Rarely,Fail
73,Comm,Rare,7,Senior,Rarely,Fail
53,Polsci,Rare,51,Senior,Rarely,Pass
34,Cs,Rare,13,Senior,Always,Fail
78,Cs,Always,52,Junior,Always,Fail
90,Polsci,Always,93,Freshman,Always,Pass
22,Cs,Always,16,Freshman,Always,Fail
80,Cs,Rare,46,Junior,Always,Fail
29,Stat,Rare,26,Sophomore,Always,Fail
1,Stat,Rare,48,Freshman,Rarely,Fail
98,Stat,Always,4,Sophomore,Rarely,Fail
55,Polsci,Rare,3,Senior,Rarely,Fail
64,Stat,Always,32,Sophomore,Always,Fail
59,Stat,Rare,39,Freshman,Rarely,Fail
100,Polsci,Always,21,Sophomore,Rarely,Pass
2,Cs,Always,92,Freshman,Always,Pass
78,Cs,Always,9,Sophomore,Rarely,Fail
41,Stat,Rare,88,Junior,Rarely,Pass
45,Polsci,Always,5,Sophomore,Rarely,Fail
18,Polsci,Always,62,Senior,Always,Fail
53,Stat,Rare,26,Freshman,Always,Fail
63,Cs,Always,64,Sophomore,Rarely,Pass
35,Stat,Always,24,Freshman,Always,Fail
57,Stat,Always,52,Sophomore,Always,Fail
88,Comm,Always,65,Freshman,Always,Pass
77,Stat,Always,0,Sophomore,Always,Fail
6,Cs,Rare,41,Senior,Rarely,Fail
54,Polsci,Always,23,Senior,Rarely,Pass
95,Cs,Always,33,Freshman,Always,Fail
85,Cs,Rare,7,Freshman,Rarely,Fail
75,Stat,Rare,100,Senior,Rarely,Fail
18,Comm,Rare,73,Junior,Always,Pass
19,Comm,Rare,91,Senior,Rarely,Pass
88,Comm,Rare,40,Senior,Rarely,Pass
92,Polsci,Rare,78,Sophomore,Always,Pass
67,Polsci,Always,96,Sophomore,Always,Fail
82,Polsci,Rare,62,Senior,Rarely,Pass
96,Cs,Rare,30,Freshman,Rarely,Fail
64,Stat,Rare,34,Senior,Rarely,Fail
39,Polsci,Rare,100,Sophomore,Rarely,Pass
32,Stat,Always,99,Junior,Always,Pass
91,Stat,Always,43,Junior,Always,Fail
42,Cs,Always,91,Senior,Rarely,Pass
8,Stat,Always,53,Junior,Rarely,Fail
32,Polsci,Always,60,Junior,Always,Pass
68,Polsci,Rare,19,Freshman,Rarely,Fail
80,Cs,Always,48,Freshman,Always,Pass
88,Comm,Always,65,Junior,Always,Fail
58,Polsci,Always,56,Senior,Rarely,Pass
