Doze,Participation,Question,Score,Text,Grade
Always,99,Never,15,Sometimes,F
Always,14,Always,91,Never,A
Always,78,Always,86,Always,A
Never,65,Never,5,Sometimes,D
Never,72,Never,61,Never,D
Always,68,Always,13,Never,C
Never,72,Always,44,Always,A
Never,51,Always,87,Never,A
Never,41,Always,17,Sometimes,F
Never,6,Always,14,Never,D
Always,17,Always,92,Always,A
Always,81,Never,59,Always,C
Always,27,Never,60,Sometimes,C
Always,18,Never,66,Never,C
Always,38,Never,87,Always,B
Never,75,Never,10,Sometimes,C
Never,42,Always,78,Always,F
Never,70,Always,46,Always,D
Always,13,Never,27,Sometimes,F
Never,38,Never,23,Never,F
Always,79,Always,26,Always,C
Always,28,Never,9,Always,F
Always,17,Never,42,Never,F
Never,97,Always,81,Sometimes,A
Never,13,Never,33,Sometimes,F
Never,44,Never,21,Always,C
Always,91,Never,61,Never,D
Never,85,Always,56,Always,D
Always,77,Always,36,Never,C
Never,59,Never,71,Never,B
Always,100,Always,39,Always,A
Never,18,Never,6,Sometimes,F
Always,19,Always,51,Always,D
Always,58,Never,23,Always,A
Always,97,Always,66,Always,C
Never,78,Always,90,Never,A
Always,1,Always,6,Never,D
Never,69,Always,4,Never,F
Always,59,Never,32,Never,F
Always,4,Never,85,Sometimes,B
Always,66,Never,53,Never,C
Never,92,Always,28,Sometimes,C
Always,3,Never,67,Sometimes,C
Always,96,Always,72,Sometimes,D
Always,8,Never,100,Sometimes,A
Never,44,Never,46,Sometimes,D
Never,2,Always,24,Sometimes,F
Always,10,Never,24,Sometimes,F
Always,90,Never,10,Always,A
Always,95,Never,4,Never,C
Never,75,Never,31,Sometimes,C
Never,36,Never,33,Never,F
Always,84,Never,51,Never,C
Never,51,Always,88,Never,A
Always,57,Always,6,Sometimes,D
Always,70,Always,53,Always,C
Never,82,Never,20,Always,D
Always,90,Never,89,Always,A
Always,49,Never,100,Always,B
Never,89,Always,48,Always,F
Never,30,Always,58,Sometimes,A
Never,95,Never,74,Never,C
Never,63,Never,19,Sometimes,D
Never,66,Always,59,Always,A
Never,32,Always,74,Always,F
Always,0,Always,42,Always,F
Always,87,Never,87,Always,A
Never,17,Always,16,Sometimes,F
Never,31,Never,43,Never,D
Never,90,Always,56,Always,C
Never,72,Always,66,Sometimes,F
Never,100,Never,98,Never,A
Always,45,Never,99,Always,B
Always,78,Never,68,Never,D
Never,81,Always,69,Sometimes,F
Never,49,Always,43,Sometimes,D
Always,99,Never,66,Sometimes,C
Always,34,Never,86,Always,B
Never,70,Never,74,Never,D
Always,48,Never,93,Always,B
Always,83,Never,23,Always,C
Never,26,Always,33,Always,F
Never,71,Never,3,Sometimes,D
Never,96,Never,2,Sometimes,C
Always,99,Always,62,Sometimes,C
Never,72,Always,38,Always,D
Never,20,Always,65,Always,D
Never,96,Never,88,Always,B
Never,73,Always,59,Never,F
Never,5,Never,94,Never,B
Never,28,Always,81,Sometimes,A
Never,74,Never,68,Never,C
Never,35,Never,87,Always,B
Always,99,Never,99,Sometimes,A
Always,29,Always,59,Always,C
Always,43,Never,81,Always,A
Always,94,Never,17,Always,D
Never,35,Always,43,Sometimes,F
Never,51,Never,35,Always,A
Never,16,Never,1,Sometimes,F
Always,49,Never,59,Sometimes,C
Always,56,Always,9,Never,C
Always,78,Never,63,Never,D
Never,100,Never,63,Always,A
Never,100,Always,1,Sometimes,F
Never,49,Never,5,Sometimes,C
Always,74,Never,47,Sometimes,C
Always,51,Always,42,Sometimes,C
Never,60,Never,33,Never,C
Never,38,Never,25,Sometimes,F
Always,7,Always,22,Always,F
Never,94,Never,37,Never,D
Never,23,Never,77,Sometimes,A
Never,90,Never,23,Never,F
Always,92,Always,41,Sometimes,F
Never,27,Never,18,Always,F
Always,83,Never,56,Never,C
Always,13,Never,50,Always,C
Never,87,Always,96,Sometimes,A
Never,100,Never,89,Sometimes,B
Never,12,Never,59,Sometimes,A
Never,82,Always,10,Sometimes,F
Never,89,Never,59,Always,D
Always,58,Never,67,Never,D
Never,73,Never,31,Never,D
Always,44,Never,40,Sometimes,D
Never,0,Never,28,Never,F
Always,25,Always,30,Always,F
Never,96,Always,63,Sometimes,A
Never,45,Never,43,Always,F
Never,89,Always,91,Never,A
Always,57,Always,2,Never,D
Always,9,Never,27,Never,D
Always,78,Always,95,Always,A
Never,66,Always,93,Always,A
Always,11,Always,88,Never,A
Never,25,Never,78,Always,F
Always,41,Always,43,Sometimes,F
Always,8,Never,62,Always,C
Never,92,Always,30,Always,A
Never,97,Always,62,Never,C
Never,1,Never,23,Always,F
Always,9,Always,87,Sometimes,A
Never,78,Never,92,Always,B
Never,52,Always,78,Never,D
Always,1,Never,42,Sometimes,D
Always,68,Always,34,Always,F
Always,23,Always,57,Sometimes,C
Always,57,Always,3,Sometimes,D
Always,12,Never,95,Sometimes,B
Always,59,Never,88,Never,A
Never,90,Never,25,Always,F
Always,66,Always,57,Always,D
Always,70,Always,23,Always,F
Always,62,Always,37,Never,C
Always,16,Always,74,Sometimes,C
Never,92,Never,12,Always,D
Never,60,Never,100,Always,A
Always,21,Never,75,Always,D
Never,76,Always,65,Sometimes,A
Never,1,Always,66,Sometimes,B
Never,30,Never,36,Never,F
Always,73,Always,76,Sometimes,C
Never,24,Never,0,Always,F
Always,90,Always,62,Sometimes,C
Always,22,Always,36,Sometimes,F
Never,42,Always,9,Sometimes,F
Never,97,Never,59,Never,F
Always,5,Always,58,Sometimes,D
Always,11,Never,75,Always,C
Always,58,Never,77,Always,C
Always,59,Never,16,Always,C
Never,94,Always,28,Always,F
Never,79,Never,4,Never,C
Always,25,Never,28,Never,F
Never,78,Never,1,Sometimes,C
Always,36,Never,46,Always,D
Never,66,Always,30,Never,C
Never,13,Always,31,Never,F
Always,63,Always,88,Sometimes,A
Always,38,Always,34,Never,D
Always,13,Always,12,Sometimes,D
Always,83,Never,20,Never,D
Always,14,Always,60,Sometimes,C
Always,68,Always,7,Never,C
Always,37,Never,93,Always,A
Never,62,Always,48,Sometimes,C
Never,64,Never,40,Always,A
Always,39,Always,99,Always,A
Always,24,Never,28,Never,F
Never,12,Never,81,Never,B
Never,49,Always,24,Always,A
Never,37,Never,41,Sometimes,D
Never,10,Never,87,Always,B
Always,98,Always,45,Never,F
Always,14,Never,54,Sometimes,C
Never,58,Never,2,Never,C
Always,71,Always,37,Never,D
Always,43,Never,12,Never,F
Always,11,Always,27,Sometimes,F
Always,50,Never,8,Always,A
Always,90,Always,48,Never,F
Always,89,Never,30,Always,A
Never,89,Never,80,Always,B
Always,25,Always,38,Sometimes,F
Always,26,Never,79,Never,C
Never,35,Never,12,Never,F
Always,16,Never,85,Never,A
Always,13,Always,21,Always,D
Never,95,Never,9,Sometimes,C
Always,9,Never,45,Never,D
Always,92,Never,63,Sometimes,C
Never,1,Never,44,Always,F
Always,21,Always,72,Always,C
Never,99,Always,68,Sometimes,A
Always,23,Never,12,Sometimes,F
Always,37,Always,37,Never,D
Always,96,Never,95,Sometimes,A
Always,7,Never,70,Never,C
Never,38,Always,71,Sometimes,F
Never,78,Never,13,Sometimes,D
Never,94,Never,82,Sometimes,A
Always,51,Never,62,Never,C
Never,5,Always,33,Sometimes,F
Always,99,Always,51,Always,D
Always,64,Always,90,Never,A
Never,60,Always,53,Never,A
Never,57,Never,16,Always,B
Never,97,Never,34,Always,B
Always,8,Never,69,Always,C
Always,68,Never,78,Sometimes,C
Always,88,Never,95,Never,B
Never,44,Never,64,Never,D
Never,50,Never,20,Always,B
Never,81,Never,60,Always,A
Always,63,Never,83,Always,B
Never,44,Never,30,Always,B
Always,15,Never,31,Sometimes,F
Never,85,Always,80,Sometimes,A
Always,29,Never,20,Always,F
Never,9,Never,35,Always,F
Always,79,Never,39,Sometimes,C
Always,63,Always,54,Never,C
Always,82,Always,76,Never,C
Never,54,Always,63,Sometimes,B
Never,45,Never,87,Never,A
Always,58,Never,45,Never,D
Always,20,Always,64,Never,D
Never,54,Never,49,Sometimes,D
Never,82,Always,87,Always,A
Never,44,Always,23,Always,A
Always,4,Always,26,Sometimes,F
Never,20,Always,50,Always,A
Never,82,Never,95,Always,B
Always,57,Always,10,Always,D
Always,5,Always,51,Always,C
Never,19,Never,29,Never,D
Never,9,Always,85,Sometimes,B
Always,78,Never,81,Never,B
Always,78,Always,28,Never,F
Never,24,Never,49,Sometimes,F
Always,39,Never,52,Never,C
Never,36,Never,83,Sometimes,B
Never,95,Always,56,Sometimes,A
Never,22,Never,55,Always,C
Never,48,Always,87,Sometimes,A
Never,10,Never,65,Never,D
Never,84,Always,76,Never,F
Always,63,Never,9,Sometimes,F
Always,22,Always,95,Always,A
Always,63,Never,96,Sometimes,B
Always,96,Never,47,Never,D
Never,70,Always,33,Never,C
Always,67,Always,34,Sometimes,C
Always,63,Always,54,Sometimes,C
Always,28,Always,6,Always,F
Never,16,Always,39,Never,D
Always,29,Never,58,Always,C
Always,41,Always,27,Sometimes,F
Never,67,Never,16,Always,D
Always,84,Always,69,Never,C
Always,24,Never,55,Always,D
Always,46,Never,97,Sometimes,B
Never,26,Never,30,Never,F
Never,95,Never,61,Never,D
Always,46,Never,50,Sometimes,D
Never,90,Never,62,Never,D
Never,68,Never,95,Never,B
Always,69,Always,54,Never,C
Never,87,Always,16,Sometimes,D
Never,4,Never,85,Always,B
Never,94,Never,30,Sometimes,F
Never,73,Never,5,Always,B
Always,75,Always,88,Always,B
Never,16,Never,44,Always,F
Always,92,Always,49,Always,B
Never,40,Never,21,Never,C
Never,12,Never,56,Sometimes,A
Always,70,Never,39,Never,D
Always,81,Never,7,Always,A
Always,97,Never,10,Always,F
Always,53,Never,91,Always,A
Never,2,Never,32,Always,D
Always,72,Always,86,Never,A
Always,32,Always,42,Always,D
Always,88,Always,87,Never,A
Always,65,Always,81,Always,A
Never,94,Never,12,Never,D
Always,58,Always,24,Sometimes,C
Never,93,Never,1,Always,B
Always,0,Always,92,Never,A
Always,63,Always,29,Never,C
Always,89,Never,15,Never,C
Never,31,Always,11,Never,F
Always,11,Always,86,Always,A
Never,98,Never,12,Always,F
Never,63,Always,33,Sometimes,C
Never,54,Never,14,Never,C
Never,83,Always,97,Always,A
Always,20,Always,100,Never,A
Always,62,Always,66,Never,C
Always,5,Never,50,Never,D
Always,46,Never,92,Never,A
Never,10,Always,50,Always,C
Never,67,Never,78,Never,A
Always,93,Always,74,Sometimes,C
Always,89,Never,87,Always,B
Always,95,Always,68,Sometimes,C
Always,42,Always,38,Sometimes,C
Never,23,Never,32,Always,D
Always,11,Never,60,Always,C
Always,10,Never,98,Always,B
Always,75,Never,67,Never,C
Always,9,Always,25,Sometimes,F
Never,6,Always,29,Sometimes,F
Never,73,Never,91,Never,B
Always,86,Never,12,Never,F
Never,55,Always,8,Never,C
Never,94,Always,49,Always,D
Always,24,Never,68,Never,C
Never,10,Always,37,Sometimes,F
Always,16,Always,63,Sometimes,D
Always,79,Always,58,Never,C
Always,46,Always,3,Always,B
Always,16,Always,83,Never,A
Never,88,Always,58,Always,D
Always,7,Never,36,Always,D
Always,98,Always,30,Always,D
Never,63,Always,65,Always,D
Never,43,Always,89,Never,A
Always,25,Always,61,Sometimes,C
Never,86,Always,74,Never,A
Never,40,Never,5,Never,C
Always,68,Always,90,Always,A
Never,12,Never,27,Never,F
Never,86,Never,11,Sometimes,C
Always,63,Always,1,Never,F
Never,76,Always,30,Always,B
Never,75,Never,87,Always,A
Never,30,Never,50,Always,D
Never,98,Never,44,Sometimes,F
Always,16,Never,91,Sometimes,B
Always,68,Always,30,Never,C
Always,86,Always,31,Sometimes,D
Always,55,Always,56,Never,D
Always,19,Never,80,Never,B
Never,3,Always,59,Sometimes,C
Never,84,Never,60,Never,D
Never,23,Never,82,Always,B
Always,80,Never,16,Sometimes,D
Always,43,Always,59,Always,C
Never,14,Never,49,Always,F
Always,94,Always,85,Always,A
Never,53,Never,74,Sometimes,B
Always,5,Never,70,Always,C
Always,89,Never,47,Never,D
Always,95,Always,54,Always,C
Never,22,Never,69,Never,D
Always,27,Never,53,Sometimes,C
Never,90,Always,75,Sometimes,F
Always,14,Never,94,Never,B
Never,28,Always,44,Always,D
Never,69,Always,5,Sometimes,C
Always,49,Never,51,Never,C
Always,25,Always,11,Sometimes,F
Always,20,Never,73,Always,C
Never,97,Never,20,Never,C
Always,31,Always,85,Always,A
Never,92,Always,47,Sometimes,C
Always,59,Always,98,Always,A
Always,2,Never,46,Always,F
Always,30,Always,89,Sometimes,A
Never,98,Never,94,Never,B
Always,20,Always,87,Sometimes,A
Always,82,Never,65,Never,C
Always,49,Never,77,Sometimes,C
Never,61,Never,26,Always,F
Always,74,Always,7,Never,C
Never,16,Always,11,Sometimes,D
Always,54,Never,42,Sometimes,D
Always,17,Never,23,Always,F
Always,43,Never,21,Always,A
Never,68,Never,2,Sometimes,D
Never,53,Never,61,Sometimes,B
Always,25,Always,28,Never,F
Always,94,Never,14,Sometimes,D
Never,79,Always,87,Sometimes,A
Never,72,Always,91,Never,B
Never,93,Always,26,Sometimes,D
Always,72,Always,8,Sometimes,C
Always,2,Always,83,Never,A
Always,85,Never,70,Sometimes,C
Never,11,Never,37,Always,F
Never,26,Never,85,Always,B
Always,23,Never,88,Always,B
Never,41,Never,24,Always,D
Never,9,Never,60,Always,F
Never,10,Always,26,Always,D
Never,1,Never,46,Sometimes,D
Never,76,Always,39,Sometimes,C
Always,86,Never,46,Never,C
Always,52,Always,8,Sometimes,C
Always,69,Always,44,Always,C
Always,94,Never,42,Always,A
Always,57,Never,2,Sometimes,C
Never,42,Always,9,Always,C
Always,20,Never,22,Always,F
Always,1,Always,39,Always,F
Always,36,Always,67,Never,C
Always,30,Always,53,Never,C
Never,51,Never,43,Sometimes,D
Always,47,Never,20,Sometimes,F
Never,4,Never,58,Sometimes,D
Always,84,Always,73,Always,C
Always,96,Never,42,Never,C
Always,6,Never,71,Sometimes,C
Always,62,Never,91,Never,B
Always,4,Always,15,Sometimes,F
Never,67,Always,45,Always,F
Always,96,Always,43,Sometimes,D
Always,48,Always,68,Sometimes,C
Always,69,Always,57,Never,C
Never,53,Always,91,Always,A
Always,60,Always,84,Sometimes,A
Always,64,Always,49,Always,B
Never,86,Never,27,Sometimes,F
Never,91,Always,96,Never,A
Always,4,Never,71,Never,D
Always,13,Never,35,Sometimes,F
Never,11,Never,57,Sometimes,C
Never,42,Never,51,Sometimes,D
Never,75,Never,24,Sometimes,D
Always,63,Always,1,Always,B
Always,72,Never,84,Never,B
Never,19,Always,48,Never,F
Never,80,Always,97,Always,A
Never,46,Never,9,Sometimes,D
Never,33,Always,96,Always,A
Never,92,Never,16,Never,C
Never,69,Never,64,Always,B
Always,84,Always,64,Sometimes,C
Never,83,Always,78,Never,F
Never,8,Always,14,Never,F
Always,48,Never,12,Always,A
Always,24,Never,14,Sometimes,F
Never,77,Never,3,Always,F
Always,18,Always,59,Always,C
Always,13,Always,38,Never,F
Always,95,Never,53,Always,C
Never,96,Never,86,Never,B
Always,56,Always,7,Sometimes,D
Always,86,Never,76,Sometimes,C
Never,67,Never,61,Always,C
Never,45,Always,10,Sometimes,D
Always,100,Never,37,Never,C
Always,70,Never,0,Sometimes,D
Never,93,Always,9,Never,F
Always,94,Never,51,Always,C
Never,89,Never,46,Always,B
Never,63,Always,44,Never,F
Never,24,Always,88,Sometimes,B
Always,79,Never,15,Never,D
Never,9,Never,2,Never,F
Never,30,Always,18,Always,F
Never,33,Always,20,Always,F
Never,22,Always,23,Sometimes,F
Never,73,Always,60,Never,A
Always,22,Always,35,Always,F
Always,54,Always,45,Sometimes,D
Always,22,Never,33,Never,F
Always,93,Always,88,Sometimes,A
Never,86,Always,22,Always,C
Never,65,Never,36,Sometimes,F
Always,87,Never,24,Sometimes,D
Never,33,Never,78,Sometimes,B
Never,4,Always,8,Always,F
Never,55,Never,2,Always,D
Always,66,Always,41,Always,F
Never,70,Never,89,Always,B
Never,66,Always,53,Sometimes,C
Always,49,Never,7,Never,D
Always,31,Always,51,Always,C
Always,7,Always,50,Never,D
Never,57,Always,3,Sometimes,D
Never,85,Always,70,Sometimes,D
Always,20,Never,32,Sometimes,F
Always,11,Never,6,Never,D
Never,76,Always,97,Sometimes,A
Always,55,Never,93,Always,B
Never,97,Always,52,Sometimes,B
Always,64,Always,51,Always,C
Never,47,Always,43,Always,D
Never,23,Never,49,Sometimes,F
Never,97,Never,10,Never,F
Never,74,Always,0,Never,C
Never,25,Always,69,Never,A
Always,94,Always,83,Sometimes,A
Never,47,Never,14,Never,C
Never,89,Always,31,Sometimes,D
Never,91,Always,56,Never,A
Always,69,Never,92,Never,A
Always,2,Always,94,Always,A
Always,46,Never,10,Sometimes,C
Never,55,Always,37,Never,C
Always,64,Always,44,Always,A
Never,40,Never,28,Sometimes,C
Always,45,Never,45,Never,C
Always,46,Never,87,Sometimes,A
Always,58,Never,43,Always,F
Always,2,Always,32,Sometimes,D
Always,9,Always,1,Always,F
Always,87,Always,87,Never,A
Always,44,Never,92,Sometimes,B
Never,17,Never,32,Sometimes,F
Always,95,Never,43,Sometimes,C
Always,43,Never,64,Never,C
Always,11,Always,69,Always,C
Always,14,Never,95,Always,B
Never,100,Always,1,Never,C
Always,45,Never,74,Never,C
Never,0,Always,72,Never,A
Never,49,Never,35,Never,C
Never,19,Never,21,Never,D
Never,97,Always,84,Never,A
Never,59,Never,7,Always,A
Always,54,Always,70,Sometimes,C
Always,83,Never,57,Never,C
Always,56,Always,75,Never,C
Always,38,Never,69,Always,C
Always,61,Always,44,Sometimes,D
Never,51,Always,27,Always,D
Never,47,Never,75,Never,B
Never,0,Never,75,Never,A
Always,15,Never,98,Never,B
Always,38,Never,17,Sometimes,F
Always,10,Always,48,Sometimes,D
Never,63,Never,64,Never,B
Never,92,Never,29,Sometimes,D
Always,16,Always,54,Always,C
Always,12,Always,56,Never,C
Always,16,Never,15,Sometimes,D
Never,38,Never,72,Never,B
Never,51,Never,30,Sometimes,F
Always,27,Always,13,Always,F
Never,21,Always,28,Always,F
Never,6,Never,8,Always,F
Always,44,Never,51,Never,C
Never,31,Always,28,Sometimes,F
Never,79,Never,46,Sometimes,C
Always,31,Always,80,Always,A
Never,31,Always,73,Sometimes,C
Never,91,Never,54,Always,B
Never,19,Never,84,Never,B
Never,37,Never,62,Always,A
Always,45,Never,80,Always,A
Always,40,Never,60,Sometimes,C
Always,3,Never,65,Sometimes,C
Never,18,Always,96,Always,A
Always,96,Always,57,Sometimes,C
Never,99,Always,45,Sometimes,D
Never,86,Always,98,Never,A
Always,17,Always,22,Never,F
Never,59,Never,79,Always,A
Never,87,Always,49,Never,C
Always,84,Never,16,Sometimes,C
Always,12,Never,11,Sometimes,F
Never,71,Never,36,Sometimes,F
Always,75,Never,1,Always,B
Always,56,Never,25,Sometimes,C
Always,28,Never,99,Always,A
Never,37,Always,99,Always,B
Always,93,Never,65,Sometimes,C
Never,95,Always,60,Always,D
Never,56,Always,66,Always,F
Always,49,Always,34,Sometimes,C
Always,2,Always,33,Never,F
Never,71,Never,36,Never,C
Always,38,Never,40,Sometimes,F
Always,53,Never,82,Always,B
Never,58,Always,4,Sometimes,C
Always,61,Never,81,Always,B
Never,63,Always,50,Always,D
Never,20,Always,1,Never,F
Always,33,Always,53,Never,C
Always,25,Never,74,Never,C
Never,62,Always,2,Sometimes,F
Never,54,Always,9,Never,F
Always,65,Always,23,Never,C
Never,40,Never,92,Always,B
Never,29,Never,52,Never,C
Always,23,Never,100,Never,B
Never,73,Never,74,Never,C
Never,60,Always,55,Never,A
Always,97,Never,18,Never,C
Never,36,Never,82,Never,A
Always,32,Always,19,Always,F
Always,74,Always,74,Always,C
Always,41,Always,59,Never,D
Always,81,Always,41,Always,C
Never,72,Always,23,Sometimes,C
Always,74,Never,66,Always,C
Always,10,Always,41,Never,D
Always,11,Always,37,Sometimes,F
Always,52,Never,15,Never,C
Never,42,Always,33,Never,C
Never,5,Never,36,Never,F
Never,93,Always,27,Always,A
Always,90,Always,80,Sometimes,A
Never,55,Always,36,Always,D
Always,35,Never,42,Sometimes,F
Never,79,Always,25,Never,F
Never,92,Always,23,Always,B
Never,41,Always,88,Sometimes,A
Never,45,Always,68,Never,B
Always,7,Always,99,Sometimes,B
Never,55,Always,79,Always,D
Always,86,Always,73,Never,C
Always,53,Never,64,Sometimes,C
Always,35,Never,18,Never,D
Always,8,Never,5,Never,F
Never,75,Always,38,Sometimes,D
Always,0,Always,27,Sometimes,F
Never,83,Never,18,Never,C
Always,72,Always,85,Never,A
Always,87,Never,98,Sometimes,A
Always,77,Never,84,Sometimes,B
Never,98,Never,25,Sometimes,C
Never,13,Never,45,Never,F
Always,8,Never,6,Never,F
Never,13,Always,3,Sometimes,F
Never,76,Always,13,Always,B
Never,45,Never,68,Sometimes,F
Never,99,Never,92,Sometimes,B
Always,75,Always,47,Always,C
Always,72,Always,82,Never,A
Never,50,Always,15,Never,F
Always,82,Always,4,Never,C
Always,62,Always,82,Always,A
Never,35,Always,34,Sometimes,F
Always,6,Never,88,Always,A
Always,16,Always,48,Sometimes,F
Never,18,Always,39,Sometimes,F
Never,16,Always,15,Sometimes,D
Always,63,Always,72,Never,C
Always,6,Always,63,Never,C
Never,4,Always,83,Never,A
Always,37,Always,2,Never,D
Always,47,Always,49,Never,F
Never,98,Never,57,Always,D
Always,11,Never,31,Never,F
Always,26,Always,87,Sometimes,A
Never,72,Always,82,Never,A
Always,61,Always,46,Sometimes,D
Never,21,Always,15,Never,F
Always,70,Never,95,Always,B
Always,5,Always,92,Sometimes,A
Always,74,Never,89,Sometimes,B
Never,53,Never,10,Sometimes,C
Always,77,Never,38,Never,C
Never,73,Never,100,Sometimes,A
Always,1,Never,45,Never,F
Never,34,Always,65,Sometimes,D
Never,79,Always,93,Sometimes,A
Never,33,Always,61,Never,F
Always,49,Always,63,Always,C
Never,14,Never,85,Never,B
Always,25,Always,46,Never,F
Always,73,Always,61,Sometimes,C
Always,29,Never,80,Always,B
Always,79,Never,72,Sometimes,C
Never,14,Never,42,Never,F
Never,48,Never,48,Never,C
Never,5,Never,23,Sometimes,F
Always,83,Never,86,Never,B
Never,83,Always,6,Sometimes,D
Always,9,Never,32,Sometimes,F
Always,20,Always,69,Never,C
Always,26,Never,0,Always,F
Always,89,Always,93,Sometimes,A
Never,78,Never,58,Sometimes,F
Always,36,Never,82,Always,B
Never,22,Always,97,Never,A
Never,83,Never,53,Always,B
Never,46,Always,15,Sometimes,D
Always,39,Always,73,Never,C
Never,20,Always,4,Always,F
Never,57,Never,0,Sometimes,C
Always,86,Never,89,Sometimes,B
Always,50,Always,6,Sometimes,F
Always,75,Always,35,Sometimes,F
Never,96,Always,26,Never,F
Always,11,Never,41,Never,F
Always,55,Never,0,Sometimes,C
Always,40,Never,42,Never,C
Always,13,Always,60,Sometimes,C
Never,54,Always,99,Never,A
Never,84,Always,87,Always,A
Never,91,Never,39,Always,F
Always,37,Always,78,Sometimes,C
Never,3,Never,1,Always,F
Always,86,Always,35,Always,B
Always,96,Always,49,Always,D
Never,33,Never,47,Never,F
Always,61,Never,65,Sometimes,C
Always,30,Never,64,Always,D
Always,76,Always,99,Never,A
Never,48,Never,28,Never,C
Always,65,Never,15,Never,F
Never,11,Always,19,Never,F
Always,84,Always,40,Always,D
Never,90,Always,78,Never,C
Always,34,Always,78,Always,C
Never,96,Never,22,Sometimes,D
Never,98,Never,14,Always,C
Always,52,Never,82,Never,B
Always,90,Never,23,Never,C
Always,13,Always,4,Always,F
Always,11,Always,1,Always,F
Never,17,Never,64,Never,B
Always,6,Always,19,Never,F
Always,75,Never,21,Always,F
Always,17,Always,78,Always,C
Never,35,Always,96,Never,A
Never,80,Never,91,Always,B
Always,76,Never,9,Never,F
Always,22,Always,27,Sometimes,F
Always,56,Never,98,Never,B
Never,43,Always,98,Always,A
Never,40,Never,81,Always,B
Never,49,Never,96,Never,B
Never,41,Always,70,Sometimes,A
Always,69,Always,24,Always,D
Never,37,Never,90,Never,B
Always,69,Always,40,Never,C
Never,84,Always,34,Sometimes,F
Always,69,Never,86,Sometimes,B
Never,91,Never,23,Never,C
Never,66,Never,78,Always,A
Never,40,Never,7,Sometimes,D
Always,96,Always,19,Sometimes,C
Always,93,Always,45,Always,D
Never,46,Never,84,Always,B
Always,53,Never,80,Sometimes,B
Never,12,Never,32,Sometimes,D
Always,21,Always,4,Sometimes,D
Always,83,Never,34,Always,B
Never,32,Never,13,Sometimes,F
Always,29,Never,10,Never,F
Never,50,Never,97,Always,B
Never,10,Never,98,Sometimes,B
Never,61,Always,87,Sometimes,A
Always,3,Never,24,Always,F
Always,49,Never,28,Sometimes,F
Always,37,Always,46,Never,F
Never,45,Never,69,Never,F
Never,20,Always,71,Never,A
Never,43,Never,81,Sometimes,B
Never,67,Never,27,Never,D
Always,25,Always,66,Always,D
Never,79,Always,27,Never,C
Always,69,Always,37,Sometimes,D
Never,8,Always,87,Never,A
Never,23,Always,23,Always,F
Never,26,Never,90,Sometimes,B
Always,75,Always,2,Never,C
Never,90,Never,10,Always,D
Always,35,Never,5,Sometimes,F
Never,17,Always,94,Sometimes,A
Always,70,Never,68,Always,D
Never,56,Always,5,Always,D
Never,1,Never,0,Sometimes,F
Never,74,Never,40,Always,F
Always,86,Never,18,Never,F
Never,46,Always,71,Never,D
Never,23,Never,85,Never,B
Always,29,Never,63,Always,C
Never,24,Always,60,Always,F
Always,94,Always,66,Always,C
Never,76,Never,67,Never,C
Always,74,Always,95,Always,A
Always,31,Always,42,Sometimes,D
Always,92,Always,38,Never,C
Always,7,Never,37,Never,F
Always,17,Never,54,Always,C
Never,84,Always,80,Sometimes,B
Always,37,Never,79,Sometimes,C
Always,15,Never,34,Sometimes,D
Always,81,Never,8,Always,C
Never,58,Never,98,Never,B
Never,2,Always,86,Always,A
Never,15,Always,60,Always,D
Never,55,Always,10,Always,F
Never,12,Always,14,Sometimes,F
Always,38,Always,15,Sometimes,F
Never,13,Never,10,Always,F
Always,88,Always,22,Never,C
Always,96,Never,84,Never,B
Always,88,Never,9,Sometimes,D
Always,16,Always,86,Sometimes,A
Always,28,Always,87,Sometimes,A
Never,22,Always,40,Sometimes,F
Always,81,Never,15,Sometimes,C
Always,10,Always,10,Never,F
Always,69,Always,27,Sometimes,F
Always,55,Never,1,Sometimes,F
Always,81,Always,44,Sometimes,D
Never,42,Never,32,Sometimes,C
Never,6,Never,37,Always,D
Always,91,Never,2,Always,B
Never,29,Always,67,Sometimes,A
Always,71,Always,27,Sometimes,D
Always,53,Never,92,Sometimes,B
Always,58,Never,46,Always,D
Always,23,Never,18,Sometimes,F
Always,97,Never,25,Never,C
Always,33,Always,11,Always,F
Never,2,Always,5,Sometimes,F
Never,6,Always,18,Sometimes,F
Never,82,Always,14,Sometimes,F
Always,53,Always,41,Sometimes,F
Never,94,Never,77,Sometimes,B
Always,83,Always,37,Always,B
Never,15,Never,50,Never,D
Never,74,Never,87,Never,B
Always,76,Never,98,Sometimes,B
Never,86,Always,46,Always,A
Always,33,Always,16,Sometimes,F
Never,21,Always,51,Always,D
Never,93,Always,89,Sometimes,A
Always,38,Always,18,Sometimes,F
Always,22,Always,75,Never,D
Never,6,Always,73,Never,D
Never,51,Always,36,Never,F
Never,31,Always,66,Sometimes,D
Never,73,Always,13,Sometimes,D
Never,44,Always,18,Sometimes,C
Never,65,Never,9,Always,F
Never,82,Never,62,Never,A
Never,42,Never,89,Sometimes,B
Never,33,Never,15,Sometimes,F
Always,50,Always,16,Always,D
Always,13,Never,61,Sometimes,C
Never,58,Always,67,Always,F
Never,38,Never,81,Always,B
Always,2,Never,28,Always,F
Never,52,Always,28,Never,C
Always,75,Always,14,Always,F
Always,86,Always,33,Sometimes,C
Never,48,Always,98,Never,A
Never,91,Never,56,Sometimes,D
